"","name"
"1377","PNMA1"
"1378","GXYLT1"
"1379","MAP7D1"
"1380","PPP6R2"
"1381","LIN54"
"1382","MCM3AP"
"1383","COPS8"
"1384","RECQL4"
"1385","GAB1"
"1386","PLEKHB2"
"1387","TUBB2B"
"1388","ZC3HAV1"
"1389","SPRYD3"
"1390","SUV39H2"
"1391","MPP5"
"1392","SPAG9"
"1393","WARS2"
"1394","BDH1"
"1395","KCTD20"
"1396","E2F1"
"1397","RTN3"
"1398","RPL5"
"1399","TMEM18"
"1400","TRIM32"
"1401","RNF34"
"1402","CUX1"
"1403","TCEAL1"
"1404","CTPS2"
"1405","RBM7"
"1406","BID"
"1407","XRCC6"
"1408","PITPNA"
"1409","SAP30BP"
"1410","CREB3L2"
"1411","PPAN"
"1412","EIF3K"
"1413","SIPA1L1"
"1414","STAG1"
"1415","MAPKAPK5"
"1416","ATAT1"
"1417","ACSL4"
"1418","NMT2"
"1419","HSPB1"
"1420","CENPM"
"1421","SMAD7"
"1422","SOX10"
"1423","ZBTB7B"
"1424","GREB1"
"1425","BCL9L"
"1426","PIK3C2A"
"1427","FXR1"
"1428","VPS37B"
"1429","RPAP1"
"1430","PIP5K1C"
"1431","CPSF1"
"1432","RFT1"
"1433","THYN1"
"1434","SRRT"
"1435","ELOVL1"
"1436","BACE1"
"1437","EGFR"
"1438","AP3D1"
"1439","ATG12"
"1440","RPA2"
"1441","GALNT1"
"1442","DYNLL2"
"1443","TUBG1"
"1444","PAM16"
"1445","FKBP8"
"1446","SENP1"
"1447","GNAS"
"1448","CNIH1"
"1449","C1orf123"
"1450","DUSP14"
"1451","ZDHHC20"
"1452","FBXW8"
"1453","SCAF8"
"1454","CCNB1"
"1455","PTK7"
"1456","NAPEPLD"
"1457","YIPF4"
"1458","MRPL9"
"1459","CDK1"
"1460","KITLG"
"1461","GRWD1"
"1462","ZNF687"
"1463","PELP1"
"1464","PLP2"
"1465","SMARCC1"
"1466","NKTR"
"1467","ESD"
"1468","UBE2E2"
"1469","MTSS1L"
"1470","CYBA"
"1471","TNFRSF12A"
"1472","HEY2"
"1473","C5orf45"
"1474","WDR74"
"1475","HMBS"
"1476","POLR2F"
"1477","ZNF318"
"1478","PGAM4"
"1479","GTF3C4"
"1480","ANKRD13C"
"1481","TNFAIP3"
"1482","KCTD2"
"1483","PTPN1"
"1484","RAP1B"
"1485","TNPO1"
"1486","SMARCAD1"
"1487","HNRNPA0"
"1488","PSMC3"
"1489","SPATS2L"
"1490","PXN"
"1491","PIAS1"
"1492","CTGF"
"1493","SNX6"
"1494","SMARCE1"
"1495","UBE3C"
"1496","ABCC10"
"1497","CFDP1"
"1498","MED1"
"1499","COPS3"
"1500","SAT1"
"1501","CYR61"
"1502","SZRD1"
"1503","SDC4"
"1504","IFNAR2"
"1505","SP100"
"1506","TRIM24"
"1507","HPS5"
"1508","NR2F2"
"1509","USP16"
"1510","DCP2"
"1511","HIF1A"
"1512","ELOVL6"
"1513","AHCTF1"
"1514","RNF41"
"1515","LRRC57"
"1516","NMT1"
"1517","SETD8"
"1518","USP4"
"1519","SLC39A11"
"1520","CLTA"
"1521","DDX41"
"1522","GLTSCR1"
"1523","COQ10B"
"1524","CD99"
"1525","AKR7A2"
"1526","PROSC"
"1527","RAB2A"
"1528","MCM10"
"1529","IER3IP1"
"1530","DEAF1"
"1531","MARVELD1"
"1532","SDCBP"
"1533","CALCOCO2"
"1534","LAMB1"
"1535","METTL2B"
"1536","ST13"
"1537","PI4K2B"
"1538","DYNLL1"
"1539","CDIPT"
"1540","PIGT"
"1541","GPR143"
"1542","ACTN4"
"1543","ELMO2"
"1544","SPRY4"
"1545","YARS2"
"1546","CD44"
"1547","CISD2"
"1548","MYH14"
"1549","FAM217B"
"1550","NOTCH1"
"1551","SF3A3"
"1552","DHX57"
"1553","FOSL1"
"1554","TNPO3"
"1555","RASAL2"
"1556","SUGP1"
"1557","AMMECR1"
"1558","TAF11"
"1559","ACTB"
"1560","MEGF9"
"1561","NSUN2"
"1562","UCK2"
"1563","DICER1"
"1564","HPS4"
"1565","C19orf47"
"1566","ZNF83"
"1567","RAB38"
"1568","MYLIP"
"1569","ACVR1B"
"1570","APOL2"
"1571","MPRIP"
"1572","PABPC1"
"1573","ANXA4"
"1574","MITF"
"1575","PRR14L"
"1576","KIF20A"
"1577","HSD17B7"
"1578","PPIF"
"1579","PIM3"
"1580","SH3BGRL"
"1581","MAGEA12"
"1582","PRMT5"
"1583","ARID5B"
"1584","ATXN10"
"1585","RUVBL2"
"1586","MCM2"
"1587","PCMTD1"
"1588","ACTR2"
"1589","PPP1R9B"
"1590","CCAR2"
"1591","VANGL1"
"1592","RNF10"
"1593","ACBD5"
"1594","KIAA1109"
"1595","GADD45B"
"1596","CDK11A"
"1597","CDT1"
"1598","PRKAR2A"
"1599","ANKRD17"
"1600","AMMECR1L"
"1601","DOCK7"
"1602","RPS10"
"1603","PDIA3"
"1604","ST8SIA2"
"1605","AZIN1"
"1606","PHF6"
"1607","HNRNPK"
"1608","TBC1D20"
"1609","MEF2A"
"1610","ERGIC3"
"1611","TANC2"
"1612","TFAP4"
"1613","ERLIN1"
"1614","DSCC1"
"1615","FAM189B"
"1616","KLF3"
"1617","HAUS1"
"1618","CYFIP1"
"1619","RNF220"
"1620","RUNX1"
"1621","ATP2B4"
"1622","PYCR1"
"1623","MARS"
"1624","TNPO2"
"1625","PML"
"1626","TMEM214"
"1627","VPS4B"
"1628","USP15"
"1629","FZR1"
"1630","MRPL17"
"1631","SKIV2L"
"1632","NPC2"
"1633","ZCCHC24"
"1634","BIRC3"
"1635","EIF4A1"
"1636","RAP2A"
"1637","SSR2"
"1638","MOB1B"
"1639","PLOD1"
"1640","RPS3"
"1641","SMG7"
"1642","EIF3E"
"1643","FAM13B"
"1644","MAN1A2"
"1645","FLYWCH2"
"1646","ATOH8"
"1647","UNC13B"
"1648","CELF2"
"1649","GLB1"
"1650","TMED2"
"1651","PYGB"
"1652","CALR"
"1653","KIF2A"
"1654","SGK1"
"1655","COG6"
"1656","THOC2"
"1657","RHOT2"
"1658","DIS3L"
"1659","RPS20"
"1660","ASAP1"
"1661","MRPS35"
"1662","EXOSC5"
"1663","IMPDH2"
"1664","ESYT1"
"1665","CAMTA1"
"1666","PRPF4B"
"1667","RPS23"
"1668","CCSAP"
"1669","PHTF1"
"1670","RUVBL1"
"1671","DOCK10"
"1672","GSTM2"
"1673","ZNF174"
"1674","RAPGEF1"
"1675","GEMIN2"
"1676","FOSL2"
"1677","TTC37"
"1678","BAG6"
"1679","SLC20A1"
"1680","CHN1"
"1681","PRKAA1"
"1682","CHCHD5"
"1683","DDX19A"
"1684","IFNGR1"
"1685","CCDC28A"
"1686","POLR2D"
"1687","RAB3GAP2"
"1688","PRR3"
"1689","LMAN1"
"1690","AATF"
"1691","CAPRIN1"
"1692","PSAT1"
"1693","DERL2"
"1694","SYNJ2BP"
"1695","KANSL2"
"1696","NPLOC4"
"1697","TAF2"
"1698","VCP"
"1699","MYO6"
"1700","S100B"
"1701","ZNF503"
"1702","SH3BP4"
"1703","NQO1"
"1704","RPRD1A"
"1705","TYR"
"1706","LSG1"
"1707","BAMBI"
"1708","LYN"
"1709","COG2"
"1710","VPS37C"
"1711","MIB1"
"1712","GBF1"
"1713","KHSRP"
"1714","EMP1"
"1715","MRPS11"
"1716","GUF1"
"1717","TBRG4"
"1718","LDHB"
"1719","SRPR"
"1720","CTDSPL"
"1721","AIFM1"
"1722","MAP4K4"
"1723","ADARB1"
"1724","RPS9"
"1725","UMPS"
"1726","FAM195A"
"1727","PFKFB3"
"1728","VPS18"
"1729","POLK"
"1730","ADCY9"
"1731","PEX5"
"1732","SMURF2"
"1733","SLC16A1"
"1734","STAT2"
"1735","LPXN"
"1736","CSNK2A1"
"1737","DONSON"
"1738","TIMM8A"
"1739","AP3M2"
"1740","RAB11FIP2"
"1741","CHST12"
"1742","CCDC134"
"1743","PHLDA3"
"1744","PSME3"
"1745","TBL3"
"1746","PUS7"
"1747","ZMYM2"
"1748","DDI2"
"1749","DUSP11"
"1750","CHKA"
"1751","EBAG9"
"1752","SETDB1"
"1753","ZNF480"
"1754","CIAPIN1"
"1755","RNASEH2A"
"1756","FAM84B"
"1757","CUL2"
"1758","SCO1"
"1759","KIAA0195"
"1760","DNMT3A"
"1761","IGSF11"
"1762","CFL2"
"1763","BNIP3L"
"1764","ZFYVE21"
"1765","WASF2"
"1766","PEBP1"
"1767","MLXIP"
"1768","YIPF3"
"1769","SEPT11"
"1770","QSOX1"
"1771","VMA21"
"1772","FGFR1OP"
"1773","POLR3G"
"1774","SLC41A1"
"1775","DTX3L"
"1776","ATP6V1F"
"1777","DTL"
"1778","DCTN4"
"1779","BCL7B"
"1780","MAP2K4"
"1781","CAMTA2"
"1782","SYF2"
"1783","AHCYL2"
"1784","CFLAR"
"1785","LUC7L2"
"1786","CTSB"
"1787","MIR182"
"1788","MEA1"
"1789","TXNRD1"
"1790","TCHP"
"1791","SEC23A"
"1792","PRPS1"
"1793","GLYR1"
"1794","WDR73"
"1795","LMAN2"
"1796","HDAC2"
"1797","PITHD1"
"1798","ERBB2IP"
"1799","QARS"
"1800","GRB2"
"1801","EXOC5"
"1802","CNNM3"
"1803","CDC14B"
"1804","INSIG1"
"1805","HEATR3"
"1806","RPS27"
"1807","HES6"
"1808","F2"
"1809","UBXN4"
"1810","DDHD2"
"1811","HSPA1B"
"1812","NCOA3"
"1813","DDX27"
"1814","APPL1"
"1815","C1QBP"
"1816","GAPDH"
"1817","SEC23IP"
"1818","EXOSC6"
"1819","GTDC1"
"1820","HSPB11"
"1821","ETS2"
"1822","DPH7"
"1823","CHEK2"
"1824","FAM73B"
"1825","OPA3"
"1826","MTDH"
"1827","SSNA1"
"1828","CDC40"
"1829","C1orf21"
"1830","LUC7L"
"1831","AXIN1"
"1832","TGM2"
"1833","COPS2"
"1834","RPL27A"
"1835","DLG1"
"1836","PELO"
"1837","YWHAG"
"1838","PSMB6"
"1839","TMEM45A"
"1840","RAI1"
"1841","RAB18"
"1842","SESN1"
"1843","GALNT7"
"1844","SECISBP2L"
"1845","DLL4"
"1846","SF1"
"1847","FDFT1"
"1848","NLK"
"1849","BNIP2"
"1850","MBD4"
"1851","RNF8"
"1852","MSH3"
"1853","SYNRG"
"1854","CHCHD3"
"1855","AHCYL1"
"1856","PAAF1"
"1857","PHF19"
"1858","RAB14"
"1859","SLC2A3"
"1860","UBE2B"
"1861","SFRP1"
"1862","H2AFY"
"1863","EEF1E1"
"1864","DKK1"
"1865","NABP2"
"1866","SENP2"
"1867","RPS26"
"1868","SEL1L"
"1869","DPYSL2"
"1870","ASRGL1"
"1871","TUT1"
"1872","FAU"
"1873","TMEM11"
"1874","NCOA2"
"1875","SGPL1"
"1876","POLE2"
"1877","CHMP4B"
"1878","RNH1"
"1879","KDM3A"
"1880","MED29"
"1881","LPCAT3"
"1882","RNF185"
"1883","FAM104A"
"1884","RPL37"
"1885","TAB3"
"1886","HBS1L"
"1887","PNPLA8"
"1888","PURA"
"1889","ACP1"
"1890","POFUT1"
"1891","SUB1"
"1892","DECR1"
"1893","HERC1"
"1894","AGAP1"
"1895","LYRM7"
"1896","MTMR2"
"1897","BLVRA"
"1898","ERMP1"
"1899","RBBP8"
"1900","CHURC1"
"1901","PNRC2"
"1902","BBC3"
"1903","LASP1"
"1904","MAX"
"1905","NREP"
"1906","POLR1B"
"1907","PYGO2"
"1908","FAM35A"
"1909","FEN1"
"1910","MIR92A2"
"1911","METTL16"
"1912","MYO1D"
"1913","IGHMBP2"
"1914","MEN1"
"1915","XPO5"
"1916","DPF2"
"1917","FOXRED2"
"1918","RBM12"
"1919","MDFIC"
"1920","POLR3H"
"1921","MIR29B2"
"1922","FTH1"
"1923","SAP30"
"1924","ACIN1"
"1925","KIAA1429"
"1926","ASH1L"
"1927","HIPK2"
"1928","CYB5B"
"1929","GNPNAT1"
"1930","MRPL34"
"1931","TYRP1"
"1932","MED9"
"1933","SOX13"
"1934","LETM1"
"1935","ZNRF1"
"1936","RPS2"
"1937","EEF1B2"
"1938","BMP1"
"1939","HMGA2"
"1940","PIK3C3"
"1941","VPS37A"
"1942","DDX39A"
"1943","B4GALT1"
"1944","NDUFAF7"
"1945","STK3"
"1946","CHAF1A"
"1947","CD82"
"1948","MYD88"
"1949","FGD4"
"1950","NUP205"
"1951","HERC3"
"1952","ZNF703"
"1953","MIR203A"
"1954","SYMPK"
"1955","TVP23C"
"1956","SERPINA3"
"1957","PDCD6IP"
"1958","POM121C"
"1959","ITGB3"
"1960","COPG1"
"1961","MGAT4B"
"1962","CCDC71L"
"1963","SETD2"
"1964","QKI"
"1965","FRS2"
"1966","TTC8"
"1967","LRRC59"
"1968","STK38L"
"1969","USP47"
"1970","MRPL19"
"1971","PICALM"
"1972","MMP14"
"1973","NDC80"
"1974","ZFC3H1"
"1975","FAM136A"
"1976","UBA1"
"1977","RNF103"
"1978","BCOR"
"1979","CPOX"
"1980","STAMBP"
"1981","USP34"
"1982","NCL"
"1983","ARL4C"
"1984","HSPE1-MOB4"
"1985","HIPK3"
"1986","SNAP29"
"1987","TRUB2"
"1988","MRPL35"
"1989","PYROXD1"
"1990","NEDD4"
"1991","URB2"
"1992","POLL"
"1993","STMN1"
"1994","DDX5"
"1995","REEP5"
"1996","ATR"
"1997","MAGEA3"
"1998","YAE1D1"
"1999","SMAD2"
"2000","UBE2S"
"2001","MRPS10"
"2002","RREB1"
"2003","DHX40"
"2004","SERBP1"
"2005","MRPS24"
"2006","CTSK"
"2007","ZNF281"
"2008","SRSF11"
"2009","NBPF10"
"2010","PFDN6"
"2011","ILVBL"
"2012","MMS22L"
"2013","AXL"
"2014","EIF3A"
"2015","DDX39B"
"2016","ATP5B"
"2017","FAM46A"
"2018","PALB2"
"2019","TIMP1"
"2020","WDYHV1"
"2021","CDC42"
"2022","SEC24C"
"2023","NDUFA10"
"2024","ANTXR1"
"2025","TSPAN14"
"2026","CALM3"
"2027","C16orf58"
"2028","CNRIP1"
"2029","MSANTD3"
"2030","BSCL2"
"2031","TMEM54"
"2032","PLXNB2"
"2033","CSGALNACT2"
"2034","RAD18"
"2035","TLN1"
"2036","PSMD7"
"2037","UBL3"
"2038","BECN1"
"2039","CDCA4"
"2040","AUH"
"2041","ATN1"
"2042","ZNF84"
"2043","DNAJA1"
"2044","ADD3"
"2045","EPDR1"
"2046","TNFAIP1"
"2047","PDK3"
"2048","YLPM1"
"2049","DAXX"
"2050","TEP1"
"2051","MAD1L1"
"2052","MTFR2"
"2053","OIP5"
"2054","RTCB"
"2055","RSRC1"
"2056","CISD1"
"2057","ITPRIPL2"
"2058","HEMK1"
"2059","SGCB"
"2060","ZBTB7A"
"2061","SNRNP70"
"2062","DUSP4"
"2063","ZKSCAN5"
"2064","PSMF1"
"2065","CUL3"
"2066","VPS51"
"2067","GNA13"
"2068","COQ7"
"2069","UTP6"
"2070","CDKN1A"
"2071","COPS7A"
"2072","STAT5B"
"2073","RANBP9"
"2074","UBE2D3"
"2075","SLC25A3"
"2076","G2E3"
"2077","MYL12B"
"2078","SPAG5"
"2079","P4HB"
"2080","CAPN2"
"2081","PRRC2C"
"2082","B4GALT7"
"2083","ITPR2"
"2084","SLCO3A1"
"2085","SLC25A32"
"2086","PIK3R3"
"2087","LCORL"
"2088","ZBTB33"
"2089","CUL4A"
"2090","TMEM59"
"2091","RIF1"
"2092","ANO6"
"2093","PHB"
"2094","TTF2"
"2095","SMAD5"
"2096","FAM91A1"
"2097","PQLC3"
"2098","HNRNPA1L2"
"2099","HSPBP1"
"2100","EZH1"
"2101","PCMTD2"
"2102","GABPB1"
"2103","CENPQ"
"2104","C11orf74"
"2105","WDR81"
"2106","SMAD3"
"2107","CPNE2"
"2108","HAGH"
"2109","VGLL4"
"2110","ZMAT3"
"2111","DSN1"
"2112","INPPL1"
"2113","MMP16"
"2114","CD200"
"2115","ZKSCAN1"
"2116","KDSR"
"2117","ANKFY1"
"2118","PDZD8"
"2119","ZC3H18"
"2120","PSMA7"
"2121","CES2"
"2122","FEM1B"
"2123","BACH1"
"2124","HOMER2"
"2125","PDLIM5"
"2126","RPL21"
"2127","MEF2C"
"2128","MED23"
"2129","ERGIC1"
"2130","PTMS"
"2131","FUS"
"2132","C7orf60"
"2133","GAS2L3"
"2134","HMOX1"
"2135","FRMD6"
"2136","AK4"
"2137","NDNL2"
"2138","HSPD1"
"2139","PHF12"
"2140","PRRC1"
"2141","RPL23A"
"2142","AKAP13"
"2143","MYADM"
"2144","YTHDF1"
"2145","PSMD10"
"2146","ZNF276"
"2147","SPECC1"
"2148","RDH11"
"2149","MAP3K1"
"2150","TUBGCP6"
"2151","MSL3"
"2152","PPP2R1B"
"2153","CCNY"
"2154","TMEM173"
"2155","MARCH9"
"2156","POLR2C"
"2157","FARSA"
"2158","HM13"
"2159","USF2"
"2160","HLA-E"
"2161","COG5"
"2162","STRN"
"2163","POLE3"
"2164","C1orf112"
"2165","PPP1R12C"
"2166","TROVE2"
"2167","MAPK8"
"2168","SLC5A3"
"2169","SPRTN"
"2170","TSPYL1"
"2171","STX12"
"2172","TAOK3"
"2173","MAK16"
"2174","ADAR"
"2175","PPT1"
"2176","CBX6"
"2177","NAGA"
"2178","RASSF1"
"2179","SRXN1"
"2180","ASB6"
"2181","NOC3L"
"2182","SLC35C1"
"2183","IPO7"
"2184","SLC3A2"
"2185","DERL1"
"2186","GRB10"
"2187","ATP2A2"
"2188","FAM96B"
"2189","HNRNPDL"
"2190","ALDH1A3"
"2191","MED15"
"2192","DIRAS1"
"2193","DIAPH1"
"2194","PSMD9"
"2195","CHORDC1"
"2196","RPUSD4"
"2197","YWHAE"
"2198","ARHGAP17"
"2199","ATG4D"
"2200","ERC1"
"2201","PDHX"
"2202","MORC4"
"2203","FRAT2"
"2204","TOB1"
"2205","CDC6"
"2206","TP53BP2"
"2207","BAK1"
"2208","TAB2"
"2209","RPL36"
"2210","TWISTNB"
"2211","VTI1A"
"2212","PPAP2A"
"2213","C6orf106"
"2214","SLC4A7"
"2215","NAT9"
"2216","ADCY5"
"2217","TNFRSF21"
"2218","TMEM192"
"2219","LIMK1"
"2220","SMC6"
"2221","TNFSF12"
"2222","ACADVL"
"2223","ZFP62"
"2224","ABCC4"
"2225","RBMS1"
"2226","RNF115"
"2227","ABHD2"
"2228","MSRB3"
"2229","MTHFSD"
"2230","VPS39"
"2231","BZW2"
"2232","ACOT7"
"2233","GTF3C1"
"2234","PDXDC1"
"2235","OTUD7B"
"2236","IPPK"
"2237","FAM58A"
"2238","CASP8"
"2239","MMP1"
"2240","PSMC5"
"2241","TRAF4"
"2242","PNPLA6"
"2243","HELZ"
"2244","GLOD4"
"2245","PPP1CC"
"2246","SBF1"
"2247","SLC35F2"
"2248","C17orf80"
"2249","DDX56"
"2250","POLE4"
"2251","HTRA2"
"2252","ZFAND1"
"2253","GNB1"
"2254","PPDPF"
"2255","PPP6R3"
"2256","NUTF2"
"2257","NDUFB2"
"2258","FAM57A"
"2259","DNAJC9"
"2260","PTMA"
"2261","PLEKHG2"
"2262","NARF"
"2263","KPNB1"
"2264","HGS"
"2265","NKAP"
"2266","RPS17"
"2267","ATP6V1C1"
"2268","DCTPP1"
"2269","DROSHA"
"2270","PDCL3"
"2271","DCPS"
"2272","PTPN11"
"2273","CRIPT"
"2274","CHL1"
"2275","FBXL3"
"2276","CCDC82"
"2277","BPTF"
"2278","SIRT7"
"2279","EPAS1"
"2280","YKT6"
"2281","FBXO3"
"2282","MPDU1"
"2283","EBP"
"2284","SIN3B"
"2285","DNAJC1"
"2286","ERH"
"2287","GSPT1"
"2288","SAE1"
"2289","SNRPA"
"2290","FANCC"
"2291","TPR"
"2292","THUMPD1"
"2293","MTFP1"
"2294","RHEB"
"2295","MBD2"
"2296","PPIL4"
"2297","USP8"
"2298","MPST"
"2299","SLC30A1"
"2300","SCAMP1"
"2301","CSNK1E"
"2302","LAMP2"
"2303","RPL18"
"2304","ANKLE2"
"2305","LMNA"
"2306","ALG9"
"2307","TRIM13"
"2308","IRS1"
"2309","IMP3"
"2310","NDFIP2"
"2311","RAB34"
"2312","OPHN1"
"2313","JUND"
"2314","EIF4EBP2"
"2315","MIA3"
"2316","PPIB"
"2317","CDV3"
"2318","PDGFRA"
"2319","APP"
"2320","AARSD1"
"2321","UBIAD1"
"2322","CALD1"
"2323","MRPS25"
"2324","FUT11"
"2325","ZNF394"
"2326","SUN1"
"2327","GORASP2"
"2328","UNKL"
"2329","POLR2J3"
"2330","IARS2"
"2331","MSANTD4"
"2332","CASC5"
"2333","CDK5RAP2"
"2334","PLK1"
"2335","NFATC2"
"2336","PSENEN"
"2337","SNRPD3"
"2338","CRTAP"
"2339","HLA-B"
"2340","MAP3K3"
"2341","VHL"
"2342","MAPK7"
"2343","PDCD11"
"2344","SNTB2"
"2345","SNX17"
"2346","BOLA3"
"2347","MET"
"2348","MYC"
"2349","MESDC1"
"2350","TRIP6"
"2351","KATNB1"
"2352","RPS6KA1"
"2353","ACSS1"
"2354","C18orf32"
"2355","GOLGA8A"
"2356","ZFX"
"2357","ING4"
"2358","HDLBP"
"2359","VWA8"
"2360","RPS25"
"2361","NUP214"
"2362","SCAMP2"
"2363","MAP3K11"
"2364","CHML"
"2365","TYSND1"
"2366","SRSF5"
"2367","AAED1"
"2368","ADA"
"2369","RPS14"
"2370","FOXP4"
"2371","DPH1"
"2372","CHAMP1"
"2373","CTCF"
"2374","RNF44"
"2375","MRPL18"
"2376","ZADH2"
"2377","PRKCD"
"2378","WDR6"
"2379","ZNF623"
"2380","TRIM65"
"2381","SPARC"
"2382","DEFB103A"
"2383","LYPLA1"
"2384","CCT2"
"2385","AKIRIN1"
"2386","PHGDH"
"2387","CD109"
"2388","MAP3K7"
"2389","H3F3A"
"2390","FBXO21"
"2391","VWA9"
"2392","ZC3H4"
"2393","HSPA13"
"2394","SHCBP1"
"2395","ADCY6"
"2396","PWP2"
"2397","MIER1"
"2398","FBXO28"
"2399","KIAA0907"
"2400","PRC1"
"2401","EIF3I"
"2402","HNRNPUL1"
"2403","UBE2M"
"2404","GANAB"
"2405","SORT1"
"2406","DCAF4"
"2407","STK4"
"2408","CTNND1"
"2409","SCARB1"
"2410","BTF3"
"2411","GINS4"
"2412","SEC31A"
"2413","SLC25A14"
"2414","MLLT10"
"2415","NARS2"
"2416","AGTRAP"
"2417","TMEM43"
"2418","RMI1"
"2419","IGF2R"
"2420","MXRA7"
"2421","PAK1"
"2422","RPS15A"
"2423","HIGD2A"
"2424","LAMTOR5"
"2425","NPTN"
"2426","ZDHHC16"
"2427","ATP6V1G1"
"2428","ZRANB1"
"2429","KLC1"
"2430","TPT1"
"2431","EIF4G3"
"2432","ZNF260"
"2433","HMGA1"
"2434","RDH10"
"2435","THAP7"
"2436","ATXN2L"
"2437","ITPR3"
"2438","IL17RC"
"2439","SNAPIN"
"2440","FAM210A"
"2441","TMEM189"
"2442","TYRO3"
"2443","NRG1"
"2444","DGUOK"
"2445","FITM2"
"2446","DCAF12"
"2447","MPZL1"
"2448","TBK1"
"2449","C9orf156"
"2450","PSEN2"
"2451","TMUB1"
"2452","SACM1L"
"2453","HDHD3"
"2454","ZFYVE26"
"2455","WWC2"
"2456","INPP5F"
"2457","HOXA10"
"2458","KRT8"
"2459","TRABD"
"2460","FAM177A1"
"2461","MCM5"
"2462","PACS1"
"2463","FAM73A"
"2464","UBA6"
"2465","ADAM17"
"2466","SNX4"
"2467","SARS2"
"2468","PHF20L1"
"2469","STEAP3"
"2470","NFKB2"
"2471","TMEM30A"
"2472","GMPPB"
"2473","ZEB2"
"2474","NCDN"
"2475","HLA-DRA"
"2476","CECR5"
"2477","USP14"
"2478","EIF4A2"
"2479","TRIM14"
"2480","RNF141"
"2481","NCOR1"
"2482","ASCC3"
"2483","EIF2S1"
"2484","CDKN1B"
"2485","KIAA1841"
"2486","FKBPL"
"2487","CD46"
"2488","KPNA3"
"2489","UXT"
"2490","BACE2"
"2491","FHOD1"
"2492","SNX24"
"2493","CALM2"
"2494","LPP"
"2495","CDADC1"
"2496","HEATR6"
"2497","FBXL19"
"2498","RDH13"
"2499","NSF"
"2500","MADD"
"2501","RCN3"
"2502","RNF157"
"2503","OGT"
"2504","KIF4A"
"2505","TUBB4B"
"2506","ARMCX3"
"2507","AP5B1"
"2508","C11orf57"
"2509","CCDC57"
"2510","TMEM123"
"2511","MRPL2"
"2512","BCKDHA"
"2513","NF1"
"2514","L2HGDH"
"2515","ATP2B1"
"2516","DENND6A"
"2517","PLA2G4A"
"2518","RAB1B"
"2519","PGAM1"
"2520","ATF1"
"2521","STAT5A"
"2522","MTR"
"2523","VKORC1L1"
"2524","GDF11"
"2525","HSDL1"
"2526","UBR7"
"2527","FKBP15"
"2528","NCOA7"
"2529","ID1"
"2530","MARK2"
"2531","SSR3"
"2532","NUP93"
"2533","XPA"
"2534","MANEAL"
"2535","PES1"
"2536","BRCA1"
"2537","WDR62"
"2538","ARF1"
"2539","PRR4"
"2540","COMMD9"
"2541","BTBD7"
"2542","BRAF"
"2543","TANGO6"
"2544","DSTYK"
"2545","SPG11"
"2546","HDAC6"
"2547","MRPS34"
"2548","STX3"
"2549","HERC4"
"2550","SDC1"
"2551","SEC11A"
"2552","SH3GLB1"
"2553","HOXC10"
"2554","MRPL45"
"2555","TECR"
"2556","USP10"
"2557","E2F3"
"2558","KMT2A"
"2559","NOM1"
"2560","MOB4"
"2561","MOV10"
"2562","RRP36"
"2563","HS2ST1"
"2564","CALM1"
"2565","YWHAH"
"2566","C5orf15"
"2567","HIPK1"
"2568","DNAJA3"
"2569","FAM222B"
"2570","NSUN5"
"2571","RPS8"
"2572","FAM49B"
"2573","PPP4R1"
"2574","ORC5"
"2575","ATF3"
"2576","SOX6"
"2577","IGF2BP2"
"2578","AP1S3"
"2579","NHSL1"
"2580","REL"
"2581","DPAGT1"
"2582","HMGCS1"
"2583","KPNA4"
"2584","ANKRD49"
"2585","PHAX"
"2586","UBE2D1"
"2587","SMAP2"
"2588","SSRP1"
"2589","EEF1D"
"2590","LMBR1"
"2591","AURKB"
"2592","DAB2IP"
"2593","SLC25A24"
"2594","GSR"
"2595","C1orf174"
"2596","MTA1"
"2597","MAP1B"
"2598","MCM8"
"2599","SFRP2"
"2600","ZDHHC24"
"2601","SIPA1L2"
"2602","RFWD2"
"2603","RAB2B"
"2604","FARSB"
"2605","DYNLT3"
"2606","CHCHD7"
"2607","GATAD2B"
"2608","CYLD"
"2609","OBFC1"
"2610","DNPH1"
"2611","SPCS3"
"2612","POLA2"
"2613","CPEB4"
"2614","KIF13A"
"2615","RABGGTB"
"2616","CDK5RAP3"
"2617","FH"
"2618","TRAFD1"
"2619","AP2B1"
"2620","RPL22"
"2621","GPATCH8"
"2622","NSA2"
"2623","DBNL"
"2624","RAD51B"
"2625","RASA3"
"2626","CELSR2"
"2627","CCNE2"
"2628","ERGIC2"
"2629","SDHAF2"
"2630","BDH2"
"2631","RP2"
"2632","PPARG"
"2633","IKBIP"
"2634","TAF9"
"2635","BORA"
"2636","APEX1"
"2637","PLCG1"
"2638","DHFRP1"
"2639","SERINC1"
"2640","ASNA1"
"2641","USP22"
"2642","MATR3"
"2643","FYN"
"2644","PPWD1"
"2645","PPP2R5C"
"2646","CHUK"
"2647","UBR1"
"2648","CAND1"
"2649","PLSCR1"
"2650","BCLAF1"
"2651","ATP1A1"
"2652","DOCK1"
"2653","PHF3"
"2654","PPP2R1A"
"2655","TMEM161B"
"2656","HDAC3"
"2657","CALU"
"2658","HIST2H2AA4"
"2659","ZDHHC9"
"2660","NFYA"
"2661","CPSF2"
"2662","TUBGCP5"
"2663","CARS2"
"2664","DNAJB2"
"2665","TRPM7"
