,source_name,target_name
3009,MIR182,LZIC
3010,MIR101-2,LZIC
3011,MIR214,LZTS1
3012,NFKB1,LZTS2
3013,RELA,LZTS2
3014,MIR149,M6PR
3015,MIR214,M6PR
3016,MIR92A2,MACF1
3017,MIR222,MACF1
3018,MIR30D,MACF1
3019,MIR149,MAD1L1
3020,GCLC,MAFG
3021,MAT2A,MAFG
3022,MBD1,MAGEA12
3023,MIR34A,MAGEA2
3024,MIR9-3,MAGEA2B
3025,MBD1,MAGEA2B
3026,MBD1,MAGEA3
3027,MIR148A,MAGEF1
3028,MIR9-3,MALAT1
3029,MIR182,MALT1
3030,MIR92A2,MAML1
3031,MIR149,MAN2A1
3032,MIR92A2,MAP1B
3033,MIR9-3,MAP1B
3034,MIR101-2,MAP2K1
3035,MAP2K2,MAP2K2
3036,MIR214,MAP2K3
3037,MAPK8IP1,MAP2K4
3038,MAP2K4,MAP2K4
3039,MIR214,MAP2K5
3040,STAT3,MAP2K5
3041,MAPK8IP1,MAP2K7
3042,MAP3K1,MAP2K7
3043,MIR3916,MAP2K7
3044,MAP2K7,MAP2K7
3045,MAP3K1,MAP3K1
3046,MAP2K4,MAP3K1
3047,MIR203A,MAP3K13
3048,MIR31,MAP3K14
3049,MAPK14,MAP3K3
3050,MAP3K3,MAP3K3
3051,MIR9-3,MAP3K3
3052,MIR182,MAP3K3
3053,MIR148A,MAP3K4
3054,MIR92A2,MAP3K4
3055,MIR101-2,MAP3K4
3056,MAP3K6,MAP3K6
3057,MIRLET7B,MAP4
3058,MIR92A2,MAP4
3059,MIR34A,MAP4
3060,MIR193B,MAP4K2
3061,MIR31,MAP4K4
3062,MIR193B,MAP7D3
3063,MIR214,MAPK1
3064,MAPKAPK2,MAPK14
3065,MIR214,MAPK14
3066,RAC1,MAPK14
3067,MAP3K6,MAPK14
3068,MIR205,MAPK14
3069,MAPK14,MAPK14
3070,MIR149,MAPK1IP1L
3071,MIR92A2,MAPK1IP1L
3072,SPRY1,MAPK3
3073,MYC,MAPK3
3074,DUSP7,MAPK3
3075,MITF,MAPK3
3076,SNAI1,MAPK3
3077,CCND1,MAPK3
3078,VIM,MAPK3
3079,DUSP7,MAPK3
3080,MAP2K2,MAPK3
3081,MAPK3,MAPK3
3082,BRAF,MAPK3
3083,JUN,MAPK3
3084,RPS6KA3,MAPK3
3085,MAP2K2,MAPK3
3086,MIR29A,MAPK6
3087,MIR214,MAPK8
3088,MIR92A2,MAPK8
3089,MIR203A,MAPK8
3090,MAPK8IP1,MAPK8IP1
3091,MIR203A,MAPK9
3092,MIR92A2,MAPK9
3093,MAPKAPK2,MAPKAPK2
3094,MIR29A,MAPKBP1
3095,MIR29B2,MAPKBP1
3096,MIR92A2,MAPRE1
3097,MIR25,6-Mar
3098,MIR29A,6-Mar
3099,MIR92A2,9-Mar
3100,MARCKS,MARCKS
3101,MIR205,MARCKS
3102,MIR149,MARCKSL1
3103,MIR149,MARK2
3104,MIR149,MARS2
3105,MIRLET7B,MARS2
3106,ETV4,MAT2A
3107,MIR149,MAT2A
3108,MIR193B,MAT2A
3109,RELA,MAT2A
3110,CREB1,MAT2A
3111,E2F1,MAT2A
3112,JUN,MAT2A
3113,YY1,MAT2A
3114,MYB,MAT2A
3115,HIF1A,MAT2A
3116,SP1,MAT2A
3117,MIR222,MAT2A
3118,MIR21,MAT2A
3119,MIR149,MATR3
3120,MIR92A2,MAVS
3121,MIR149,MAVS
3122,MAX,MAX
3123,MIR222,MAZ
3124,MYC,MAZ
3125,SP1,MAZ
3126,MIR29B2,MAZ
3127,MIR29A,MAZ
3128,MIR149,MAZ
3129,MIR30D,MAZ
3130,MMP1,MAZ
3131,MAZ,MAZ
3132,MIR34A,MAZ
3133,MIR181A1,MAZ
3134,MIR193B,MAZ
3135,MIR92A2,MBD2
3136,MIR182,MBD4
3137,MIR146A,MBD4
3138,MIR149,MBD6
3139,MIR101-2,MBNL1
3140,MIR101-2,MBNL2
3141,RELA,MBP
3142,MIR205,MBTPS2
3143,CREB1,MCAM
3144,MIR9-3,MCC
3145,BCL2L11,MCL1
3146,MIR101-2,MCL1
3147,MIR31,MCM2
3148,MIR222,MCM3
3149,MIR92A2,MCM3
3150,MIR31,MCM4
3151,MYC,MCM7
3152,MIR92A2,MCM7
3153,MIR31,MCMBP
3154,MIR34A,MCMBP
3155,E2F1,MCPH1
3156,TP53,MCTS1
3157,MIR92A2,MDM2
3158,ATM,MDM2
3159,MIR29A,MDM2
3160,TP53,MDM2
3161,TP53,MDM2
3162,MIR3916,MDM2
3163,MIR29B2,MDM2
3164,MDM2,MDM2
3165,NFATC2,MDM2
3166,MIR205,MDM2
3167,AKT1,MDM2
3168,PAX3,MDM2
3169,MDM4,MDM4
3170,MIR92A2,MDN1
3171,MIR222,MDN1
3172,MIR146A,MDN1
3173,SP1,ME2
3174,MIR92A2,ME2
3175,TFAP2A,ME2
3176,MIR181A1,MECP2
3177,MIR199A2,MECP2
3178,MIR155,MECP2
3179,MIR92A2,MECP2
3180,MIR205,MED1
3181,MIRLET7B,MED14
3182,MIR214,MED16
3183,MIR149,MED16
3184,MIR92A2,MED19
3185,MIR25,MED19
3186,MIR149,MED22
3187,MIR214,MED23
3188,MIRLET7B,MED28
3189,MIR214,MED28
3190,MIR149,MED28
3191,MIR199A2,MED6
3192,MIR92A2,MED7
3193,MIR25,MED7
3194,MIR92A2,MEF2C
3195,MIR92A2,MEN1
3196,MIR9-3,MESDC1
3197,MIR222,MESDC2
3198,SMAD4,MET
3199,SMAD2,MET
3200,YBX1,MET
3201,MIR101-2,MET
3202,MITF,MET
3203,MIR31,MET
3204,HIF1A,MET
3205,MIR34A,METAP1
3206,MIR193B,METTL13
3207,MIR149,METTL14
3208,MIR92A2,METTL16
3209,MIR25,MFF
3210,MIR92A2,MFF
3211,MIR92A2,MFN1
3212,MIR92A2,MFN2
3213,TP53,MFN2
3214,MIR92A2,MFSD1
3215,MIRLET7B,MFSD3
3216,MIR101-2,MFSD6
3217,MIR149,MGAT5B
3218,MIR205,MGLL
3219,RELA,MGMT
3220,MIR222,MGMT
3221,SP1,MGMT
3222,MIR92A2,MIA3
3223,MIR149,MICAL1
3224,MIR3916,MID1
3225,MIR149,MID1
3226,MIR92A2,MID1IP1
3227,NR3C1,MIF
3228,HIF1A,MIF
3229,SP1,MIF
3230,CREB1,MIF
3231,ATF1,MIF
3232,MIR222,MINK1
3233,MIR92A2,MINK1
3234,MIR149,MINK1
3235,MIR149,MINOS1
3236,OTUD4,MIR101-2
3237,PPP1R15B,MIR101-2
3238,RAB5A,MIR101-2
3239,ALG14,MIR101-2
3240,COX10,MIR101-2
3241,RAC1,MIR101-2
3242,SLC38A2,MIR101-2
3243,BCL2L11,MIR101-2
3244,FNIP1,MIR137
3245,CDC42,MIR137
3246,RREB1,MIR137
3247,ZFP62,MIR137
3248,FUT11,MIR137
3249,ZNF24,MIR137
3250,CSE1L,MIR137
3251,EOGT,MIR137
3252,E2F6,MIR137
3253,SSFA2,MIR137
3254,JAG1,MIR137
3255,EZH2,MIR137
3256,GOLGA3,MIR137
3257,PTGS2,MIR137
3258,UBE2Z,MIR137
3259,SLC39A14,MIR137
3260,TRIM13,MIR137
3261,MRPS21,MIR137
3262,CTBP1,MIR137
3263,AURKA,MIR137
3264,KDM1A,MIR137
3265,BNIP3L,MIR137
3266,PAFAH1B2,MIR137
3267,H3F3B,MIR137
3268,PPP1R37,MIR137
3269,USP28,MIR137
3270,SNRK,MIR137
3271,NFYB,MIR137
3272,HNRNPDL,MIR137
3273,ZC3H11A,MIR137
3274,FKBP1A,MIR137
3275,CCDC59,MIR137
3276,MET,MIR137
3277,YBX1,MIR137
3278,VMA21,MIR137
3279,SNRPE,MIR137
3280,GRAMD4,MIR137
3281,TMA16,MIR137
3282,SLC35E2B,MIR137
3283,GPBP1L1,MIR137
3284,MTDH,MIR137
3285,PXN,MIR137
3286,KIT,MIR137
3287,AKT2,MIR137
3288,ZNF267,MIR137
3289,COQ7,MIR137
3290,UBXN4,MIR137
3291,GIGYF1,MIR137
3292,MITF,MIR137
3293,LHFPL2,MIR137
3294,CTPS2,MIR137
3295,SPCS3,MIR137
3296,COX20,MIR137
3297,9-Mar,MIR137
3298,AP5Z1,MIR137
3299,DR1,MIR137
3300,TMEM41A,MIR137
3301,SERPINA3,MIR137
3302,SREK1IP1,MIR137
3303,NCOA3,MIR137
3304,DDI2,MIR137
3305,ATOX1,MIR137
3306,PCMTD1,MIR137
3307,FUNDC1,MIR137
3308,RPL9,MIR137
3309,NCOA2,MIR137
3310,MNT,MIR146A
3311,SQSTM1,MIR146A
3312,GPM6B,MIR146A
3313,MFSD6,MIR146A
3314,UHRF1,MIR146A
3315,FADD,MIR146A
3316,BTN2A2,MIR146A
3317,SIKE1,MIR146A
3318,HLCS,MIR146A
3319,MICAL2,MIR146A
3320,ELAVL1,MIR146A
3321,MTA2,MIR146A
3322,IFI44,MIR146A
3323,HIST1H1C,MIR146A
3324,KIF22,MIR146A
3325,BCL2A1,MIR146A
3326,PAGR1,MIR146A
3327,DGCR6L,MIR146A
3328,PMAIP1,MIR146A
3329,SMAD4,MIR146A
3330,EEF2,MIR146A
3331,NACC1,MIR146A
3332,PTGS2,MIR146A
3333,IRAK1,MIR146A
3334,RAB8A,MIR146A
3335,P2RX7,MIR146A
3336,TMEM101,MIR146A
3337,SH3TC2,MIR146A
3338,ISG15,MIR146A
3339,RNF125,MIR146A
3340,SLFN5,MIR146A
3341,ELP2,MIR146A
3342,RAC1,MIR146A
3343,RAB34,MIR148A
3344,AP5B1,MIR148A
3345,CHCHD3,MIR148A
3346,UBE2D3,MIR148A
3347,USP4,MIR148A
3348,DYNLL2,MIR148A
3349,KIAA0391,MIR148A
3350,MRPS27,MIR148A
3351,SLC2A3,MIR148A
3352,DNMT1,MIR148A
3353,PTPN23,MIR148A
3354,MPP5,MIR148A
3355,CALR,MIR148A
3356,CDKN1B,MIR148A
3357,APPBP2,MIR148A
3358,KIAA0907,MIR148A
3359,SHOX2,MIR148A
3360,IRS1,MIR148A
3361,MYC,MIR148A
3362,UQCRQ,MIR148A
3363,BAZ2B,MIR148A
3364,CDADC1,MIR148A
3365,UNKL,MIR148A
3366,ITGB8,MIR148A
3367,HLA-C,MIR148A
3368,SRSF2,MIR148A
3369,CBX3,MIR148A
3370,DROSHA,MIR148A
3371,DSTYK,MIR148A
3372,MET,MIR148A
3373,RAB1B,MIR148A
3374,SH3GLB1,MIR148A
3375,YWHAB,MIR148A
3376,TMSB4X,MIR148A
3377,ASB6,MIR148A
3378,TNRC6A,MIR148A
3379,SH3PXD2A,MIR148A
3380,SLC30A7,MIR148A
3381,DDX6,MIR148A
3382,VPS37A,MIR148A
3383,TMED7,MIR148A
3384,SLC25A3,MIR148A
3385,DICER1,MIR148A
3386,PPP6R1,MIR148A
3387,MSL3,MIR148A
3388,POFUT1,MIR148A
3389,CDKN2AIPNL,MIR148A
3390,FAM104A,MIR148A
3391,PLA2G12A,MIR148A
3392,STX16,MIR148A
3393,ATP5G3,MIR148A
3394,VPS41,MIR148A
3395,BCL2L11,MIR148A
3396,NDRG1,MIR148A
3397,SIKE1,MIR148A
3398,CDC25B,MIR148A
3399,AKAP17A,MIR148A
3400,RAB14,MIR148A
3401,DNAJB4,MIR148A
3402,SRD5A1,MIR148A
3403,HSPA4,MIR148A
3404,GPATCH8,MIR148A
3405,SYNRG,MIR148A
3406,WDTC1,MIR148A
3407,RPS6KA4,MIR148A
3408,RAB12,MIR148A
3409,STK17A,MIR148A
3410,ITGA5,MIR148A
3411,PATL1,MIR148A
3412,SLC38A2,MIR148A
3413,JARID2,MIR148A
3414,ZFYVE26,MIR148A
3415,RFT1,MIR148A
3416,SNAPIN,MIR148A
3417,EOGT,MIR148A
3418,MLEC,MIR148A
3419,BTBD3,MIR148A
3420,VPS37B,MIR148A
3421,HCCS,MIR148A
3422,SMAD2,MIR148A
3423,SECISBP2L,MIR148A
3424,DENR,MIR148A
3425,MITF,MIR148A
3426,KPNA4,MIR148A
3427,AURKB,MIR148A
3428,PPP1CB,MIR148A
3429,RBMXL1,MIR148A
3430,CDCA4,MIR148A
3431,RAB10,MIR148A
3432,ADARB1,MIR148A
3433,B4GALT7,MIR148A
3434,PBXIP1,MIR148A
3435,PSMD9,MIR148A
3436,RASSF8,MIR148A
3437,TXNIP,MIR148A
3438,MRPL45,MIR148A
3439,GALK2,MIR148A
3440,RBM38,MIR148A
3441,PTPN4,MIR148A
3442,OTUD4,MIR148A
3443,KHSRP,MIR148A
3444,CCDC43,MIR148A
3445,RPS17,MIR148A
3446,TMEM14A,MIR148A
3447,SLC7A5,MIR149
3448,NAT10,MIR149
3449,CNTROB,MIR149
3450,RNF24,MIR149
3451,ATL3,MIR149
3452,CRCP,MIR149
3453,KLHL21,MIR149
3454,UQCRQ,MIR149
3455,NGRN,MIR149
3456,PLEKHO1,MIR149
3457,CTDNEP1,MIR149
3458,OSBPL10,MIR149
3459,CRLF3,MIR149
3460,ZBTB2,MIR149
3461,GCDH,MIR149
3462,AKIP1,MIR149
3463,UBE2N,MIR149
3464,DUSP7,MIR149
3465,KLHDC3,MIR149
3466,CLCC1,MIR149
3467,UGDH,MIR149
3468,PRR13,MIR149
3469,ATP5J2-PTCD1,MIR149
3470,ABI2,MIR149
3471,GEMIN4,MIR149
3472,ASXL1,MIR149
3473,ELMSAN1,MIR149
3474,TES,MIR149
3475,C1orf35,MIR149
3476,NLGN2,MIR149
3477,EVI5,MIR149
3478,SLC29A1,MIR149
3479,RPP25,MIR149
3480,EFCAB14,MIR149
3481,STX5,MIR155
3482,LEMD3,MIR155
3483,SCD,MIR155
3484,BUD31,MIR155
3485,LUC7L3,MIR155
3486,SUZ12,MIR155
3487,KANK2,MIR155
3488,CIAO1,MIR155
3489,XPNPEP1,MIR155
3490,CHD8,MIR155
3491,FAM91A1,MIR155
3492,YARS,MIR155
3493,OGFOD1,MIR155
3494,CSNK1A1,MIR155
3495,REV1,MIR155
3496,CNDP2,MIR155
3497,WDR82,MIR155
3498,TYSND1,MIR155
3499,EXOSC2,MIR155
3500,CARHSP1,MIR155
3501,PALLD,MIR155
3502,AKT1,MIR155
3503,ABCC4,MIR155
3504,CNOT10,MIR155
3505,RCOR1,MIR155
3506,CDH2,MIR155
3507,RIOK2,MIR155
3508,ABI2,MIR155
3509,SERGEF,MIR155
3510,ECI1,MIR155
3511,RPRD1A,MIR155
3512,CTNNBL1,MIR155
3513,KBTBD2,MIR155
3514,SEC24B,MIR155
3515,TMEM167A,MIR155
3516,FNDC3B,MIR155
3517,SPRED1,MIR155
3518,MYB,MIR155
3519,LUC7L,MIR155
3520,CDK5RAP3,MIR155
3521,OSTM1,MIR155
3522,RRM2,MIR155
3523,CIAPIN1,MIR155
3524,SLC39A14,MIR155
3525,FASTKD1,MIR155
3526,GTDC1,MIR155
3527,COL4A2,MIR155
3528,IFNGR1,MIR155
3529,PAXBP1,MIR155
3530,KLF9,MIR155
3531,CECR5,MIR155
3532,KIF22,MIR155
3533,OXNAD1,MIR155
3534,NUCKS1,MIR155
3535,COLGALT1,MIR155
3536,CEP41,MIR155
3537,SKI,MIR155
3538,ACOX1,MIR155
3539,FMNL3,MIR155
3540,DHX40,MIR155
3541,ABCF3,MIR155
3542,RNF2,MIR155
3543,CDK2,MIR155
3544,RNF123,MIR155
3545,DPP7,MIR155
3546,UQCRB,MIR155
3547,KCTD5,MIR155
3548,CD3EAP,MIR155
3549,EDEM3,MIR155
3550,DPYSL3,MIR155
3551,FAM3C,MIR155
3552,FUBP3,MIR155
3553,PSMG1,MIR155
3554,EXOC2,MIR155
3555,AKAP10,MIR155
3556,CD68,MIR155
3557,PCNT,MIR155
3558,MTFR1L,MIR155
3559,RREB1,MIR155
3560,ANTXR1,MIR155
3561,VPS18,MIR155
3562,MRPS34,MIR155
3563,SYNE2,MIR155
3564,CPD,MIR155
3565,ADAM10,MIR155
3566,IL6,MIR155
3567,L2HGDH,MIR155
3568,ARL15,MIR155
3569,S100A11,MIR155
3570,PSIP1,MIR155
3571,GLB1,MIR155
3572,RDH13,MIR155
3573,EZH1,MIR155
3574,GLG1,MIR155
3575,SACM1L,MIR155
3576,DNAJB1,MIR155
3577,MIDN,MIR155
3578,MRPL18,MIR155
3579,CDC40,MIR155
3580,ARL6IP5,MIR155
3581,PHGDH,MIR155
3582,PPM1G,MIR155
3583,MMS22L,MIR155
3584,NUP155,MIR155
3585,ATG3,MIR155
3586,XPR1,MIR155
3587,CNOT6,MIR155
3588,RICTOR,MIR155
3589,ALDH9A1,MIR155
3590,RIF1,MIR155
3591,SUPT5H,MIR155
3592,RAI14,MIR155
3593,STRBP,MIR155
3594,RPS20,MIR155
3595,CHTOP,MIR155
3596,UBE2K,MIR155
3597,WBP1L,MIR155
3598,STRN,MIR155
3599,RBPJ,MIR155
3600,SEL1L,MIR155
3601,DDRGK1,MIR155
3602,HMGCS1,MIR155
3603,PDAP1,MIR155
3604,ATPAF1,MIR155
3605,ANXA2,MIR155
3606,CMSS1,MIR155
3607,MTHFD2,MIR155
3608,TSPAN14,MIR155
3609,VAMP3,MIR155
3610,TSPAN3,MIR155
3611,PRKCI,MIR155
3612,MPZL1,MIR155
3613,TIMM13,MIR155
3614,KIAA0368,MIR155
3615,SPCS1,MIR155
3616,SMARCD2,MIR155
3617,MRPL16,MIR155
3618,LARS,MIR155
3619,KIRREL,MIR155
3620,NAMPT,MIR155
3621,BRI3BP,MIR155
3622,TIMM8A,MIR155
3623,XPO1,MIR155
3624,TOMM34,MIR155
3625,IRF2BP2,MIR155
3626,ARFIP2,MIR155
3627,MEX3C,MIR155
3628,LIN7C,MIR155
3629,RQCD1,MIR155
3630,DPY19L1,MIR155
3631,ACTR2,MIR155
3632,NASP,MIR155
3633,DR1,MIR155
3634,WHSC1L1,MIR155
3635,PRRC1,MIR155
3636,UBXN1,MIR155
3637,COG2,MIR155
3638,MORC3,MIR155
3639,SECISBP2,MIR155
3640,WDFY1,MIR155
3641,FAM96B,MIR155
3642,WNK1,MIR155
3643,ACOT7,MIR155
3644,SELT,MIR155
3645,WRB,MIR155
3646,AKR7A2,MIR155
3647,PSAT1,MIR155
3648,EEF2,MIR155
3649,CARS2,MIR155
3650,PSEN1,MIR155
3651,SIRT1,MIR155
3652,NMD3,MIR155
3653,CREB3L2,MIR155
3654,CTSA,MIR155
3655,UFL1,MIR155
3656,LPGAT1,MIR155
3657,SMARCE1,MIR155
3658,DOCK1,MIR155
3659,XPC,MIR155
3660,SNAP29,MIR155
3661,ZNF703,MIR155
3662,LRIF1,MIR155
3663,PFDN4,MIR155
3664,SDCBP,MIR155
3665,TWSG1,MIR155
3666,TTF1,MIR155
3667,C12orf10,MIR155
3668,LRRC40,MIR155
3669,KCTD3,MIR155
3670,TXNDC12,MIR155
3671,CHAF1A,MIR155
3672,PSME3,MIR155
3673,PSME4,MIR155
3674,STAT3,MIR155
3675,IKBIP,MIR155
3676,LSG1,MIR155
3677,EXOC3,MIR155
3678,SNTB2,MIR155
3679,C16orf62,MIR155
3680,GHITM,MIR155
3681,C17orf80,MIR155
3682,ITGB5,MIR155
3683,C18orf25,MIR155
3684,MYD88,MIR155
3685,MASTL,MIR155
3686,RPL39,MIR155
3687,LUC7L2,MIR155
3688,SETD8,MIR155
3689,TMEM194A,MIR155
3690,ATP13A1,MIR155
3691,MKLN1,MIR155
3692,KANSL1,MIR155
3693,AGTRAP,MIR155
3694,CYR61,MIR155
3695,UBA3,MIR155
3696,STIM1,MIR155
3697,ATP1A1,MIR155
3698,11-Sep,MIR155
3699,FEZ2,MIR155
3700,NSA2,MIR155
3701,STK24,MIR155
3702,MYO10,MIR155
3703,MYC,MIR155
3704,SKIV2L2,MIR155
3705,EIF3G,MIR155
3706,ALDH3A2,MIR155
3707,TROVE2,MIR155
3708,ANAPC16,MIR155
3709,KIAA1841,MIR155
3710,FADD,MIR155
3711,LCLAT1,MIR155
3712,GAR1,MIR155
3713,UBE2H,MIR155
3714,KIF14,MIR155
3715,LCORL,MIR155
3716,CTNNA1,MIR155
3717,INTS6,MIR155
3718,CTNNB1,MIR155
3719,AAK1,MIR155
3720,SGPL1,MIR155
3721,ATP6V1C1,MIR155
3722,SOX6,MIR155
3723,TMOD3,MIR155
3724,ATP6V1H,MIR155
3725,NAA50,MIR155
3726,RCN2,MIR155
3727,ASPH,MIR155
3728,FAM177A1,MIR155
3729,MCAM,MIR155
3730,PRKAR2A,MIR155
3731,ATXN10,MIR155
3732,SH3BP4,MIR155
3733,ZNF652,MIR155
3734,CDV3,MIR155
3735,FLNB,MIR155
3736,CNNM3,MIR155
3737,FLNA,MIR155
3738,TNFAIP2,MIR155
3739,CALU,MIR155
3740,UBL3,MIR155
3741,SPECC1,MIR155
3742,SLC30A7,MIR155
3743,CCND1,MIR155
3744,CAMTA1,MIR155
3745,MAP3K14,MIR155
3746,CUTA,MIR155
3747,SH3PXD2A,MIR155
3748,WEE1,MIR155
3749,GEMIN5,MIR155
3750,MXI1,MIR155
3751,AIMP1,MIR155
3752,BTBD1,MIR155
3753,GSK3B,MIR155
3754,HNRNPA3,MIR155
3755,UBTD2,MIR155
3756,TNKS1BP1,MIR155
3757,DCAF10,MIR155
3758,CHAF1B,MIR155
3759,CHURC1,MIR155
3760,EEF1A2,MIR155
3761,MOSPD2,MIR155
3762,PGRMC2,MIR155
3763,SIN3A,MIR155
3764,FAM98B,MIR155
3765,NUPL2,MIR155
3766,CYFIP1,MIR155
3767,ZBTB38,MIR155
3768,CARS,MIR155
3769,NCAPG,MIR155
3770,MPP5,MIR155
3771,B4GALT1,MIR155
3772,HAX1,MIR155
3773,FAM199X,MIR155
3774,SLC30A1,MIR155
3775,DHCR24,MIR155
3776,TPM1,MIR155
3777,CYP51A1,MIR155
3778,TMBIM6,MIR155
3779,UGDH,MIR155
3780,RP2,MIR155
3781,VHL,MIR155
3782,PPFIBP1,MIR155
3783,IGF2R,MIR155
3784,DAG1,MIR155
3785,PCCA,MIR155
3786,UGT8,MIR155
3787,CDKN1B,MIR155
3788,CAT,MIR155
3789,SLC7A1,MIR155
3790,ARGLU1,MIR155
3791,SLC11A2,MIR155
3792,ATL2,MIR155
3793,DBN1,MIR155
3794,LRRC59,MIR155
3795,PNPT1,MIR155
3796,EPB41,MIR155
3797,EIF4E2,MIR155
3798,CBFB,MIR155
3799,CLTA,MIR155
3800,SLC9A3R2,MIR155
3801,PTAR1,MIR155
3802,BAG5,MIR155
3803,QRICH1,MIR155
3804,OSBPL9,MIR155
3805,MARVELD1,MIR155
3806,LTN1,MIR155
3807,EPRS,MIR155
3808,PDCD10,MIR155
3809,SLC1A5,MIR155
3810,EHD1,MIR155
3811,CISD2,MIR155
3812,VANGL1,MIR155
3813,PBRM1,MIR155
3814,PLXND1,MIR155
3815,MSH2,MIR155
3816,CKAP5,MIR155
3817,GNPNAT1,MIR155
3818,HSD17B7,MIR155
3819,ZKSCAN5,MIR155
3820,CPT1A,MIR155
3821,MATR3,MIR155
3822,MAVS,MIR155
3823,TBCA,MIR155
3824,RHEB,MIR155
3825,ADH5,MIR155
3826,TMEM33,MIR155
3827,SLC25A19,MIR155
3828,MYO1D,MIR155
3829,SSSCA1,MIR155
3830,YEATS2,MIR155
3831,MAN1A2,MIR155
3832,GAPVD1,MIR155
3833,ANKRD12,MIR155
3834,PACSIN3,MIR155
3835,USP8,MIR155
3836,N4BP1,MIR155
3837,FUBP1,MIR155
3838,UBE2J2,MIR155
3839,TAF5L,MIR155
3840,NAA25,MIR155
3841,ZNF207,MIR155
3842,SLC25A40,MIR155
3843,RAB5C,MIR155
3844,FKBP3,MIR155
3845,WDR11,MIR155
3846,DDX10,MIR155
3847,GCLC,MIR155
3848,GPM6B,MIR155
3849,HSPB11,MIR155
3850,TMX3,MIR155
3851,CHD7,MIR155
3852,FAR1,MIR155
3853,ZNF260,MIR155
3854,KIF3A,MIR155
3855,HTRA1,MIR155
3856,ATXN1L,MIR155
3857,AGRN,MIR155
3858,GPT2,MIR155
3859,VBP1,MIR155
3860,TCF7L2,MIR155
3861,EOGT,MIR155
3862,APAF1,MIR155
3863,PAPOLA,MIR155
3864,ELK4,MIR155
3865,SLC33A1,MIR155
3866,ICAM1,MIR155
3867,RAD23B,MIR155
3868,RAD51,MIR155
3869,FSTL1,MIR155
3870,AURKA,MIR155
3871,TAB2,MIR155
3872,MUS81,MIR155
3873,CFL2,MIR155
3874,CDK4,MIR155
3875,ZNF384,MIR155
3876,CNPPD1,MIR155
3877,GABARAPL1,MIR155
3878,MARCKS,MIR155
3879,THBS1,MIR155
3880,EPB41L2,MIR155
3881,IER3IP1,MIR155
3882,DRAP1,MIR155
3883,MOV10,MIR155
3884,MCM8,MIR155
3885,EEF1E1,MIR155
3886,SLC39A10,MIR155
3887,IFIT5,MIR155
3888,NCAPD2,MIR155
3889,ZNF561,MIR155
3890,CCNT2,MIR155
3891,MRS2,MIR155
3892,CPEB4,MIR155
3893,HLA-DPA1,MIR155
3894,CHD9,MIR155
3895,PIK3R1,MIR155
3896,BCL6,MIR155
3897,SMAD2,MIR155
3898,KLHL42,MIR155
3899,BCL7C,MIR155
3900,KLHL5,MIR155
3901,EIF3A,MIR155
3902,PHF6,MIR155
3903,TRIO,MIR155
3904,CD109,MIR155
3905,TPRKB,MIR155
3906,TWF1,MIR155
3907,RTFDC1,MIR155
3908,RPAP1,MIR155
3909,RTN3,MIR155
3910,BET1,MIR155
3911,SSU72,MIR155
3912,MECR,MIR155
3913,GMPPA,MIR155
3914,TRAK1,MIR155
3915,MITF,MIR155
3916,H2AFY,MIR155
3917,POLR2C,MIR155
3918,INTS10,MIR155
3919,CORO1B,MIR155
3920,PEBP1,MIR155
3921,KDM3A,MIR155
3922,KRCC1,MIR155
3923,PCYOX1,MIR155
3924,SRSF1,MIR155
3925,IL13RA1,MIR155
3926,CDKN2A,MIR155
3927,CBR4,MIR155
3928,UQCRFS1,MIR155
3929,TYRP1,MIR155
3930,SRSF2,MIR155
3931,SCAMP1,MIR155
3932,TPD52,MIR155
3933,STAG2,MIR155
3934,PDCD4,MIR155
3935,PLAUR,MIR155
3936,UBA2,MIR155
3937,RAC1,MIR155
3938,ARL5A,MIR155
3939,HBP1,MIR155
3940,TRIM32,MIR155
3941,VAV2,MIR155
3942,PPP5C,MIR155
3943,RSF1,MIR155
3944,SSH2,MIR155
3945,METAP2,MIR155
3946,ADD3,MIR155
3947,INPP5A,MIR155
3948,SAP30L,MIR155
3949,NES,MIR155
3950,RHOA,MIR155
3951,TTC8,MIR155
3952,POLR1B,MIR155
3953,GOLT1B,MIR155
3954,MTAP,MIR155
3955,ARPC3,MIR155
3956,RBM42,MIR155
3957,SLC35F2,MIR155
3958,OSBPL10,MIR155
3959,RING1,MIR155
3960,KDM1A,MIR155
3961,ZNF160,MIR155
3962,MTFMT,MIR155
3963,ASB6,MIR155
3964,THOC7,MIR155
3965,RAB6A,MIR155
3966,NT5E,MIR155
3967,FOXO3,MIR155
3968,ASNS,MIR155
3969,SMARCA4,MIR155
3970,DNMT1,MIR155
3971,SNX6,MIR155
3972,RETSAT,MIR155
3973,PTPRJ,MIR155
3974,AP1G1,MIR155
3975,HSD17B12,MIR155
3976,TAPT1,MIR155
3977,OVCA2,MIR155
3978,YWHAZ,MIR155
3979,MAT2B,MIR155
3980,TPP2,MIR155
3981,RAPGEF2,MIR155
3982,SYPL1,MIR155
3983,RAB14,MIR155
3984,VPS4B,MIR155
3985,MYLK,MIR155
3986,TTC37,MIR155
3987,ATXN3,MIR155
3988,BRPF3,MIR155
3989,ABHD16A,MIR155
3990,UBQLN1,MIR155
3991,CDC42BPB,MIR155
3992,RARS,MIR155
3993,AIFM1,MIR155
3994,AURKB,MIR155
