,source_name,target_name
1045,MIR149,CLSTN1
1046,MIR92A2,CLTC
1047,HIF1A,CLU
1048,MIRLET7B,CLUH
1049,MIR34A,CMAS
1050,MIR29A,CMBL
1051,MIR193B,CMBL
1052,MIR101-2,CMTM6
1053,MIR92A2,CMTM6
1054,MIR193B,CMTR1
1055,MIR92A2,CNEP1R1
1056,MIR25,CNEP1R1
1057,MIR101-2,CNEP1R1
1058,MIR214,CNIH1
1059,MIR205,CNIH1
1060,MIR137,CNN2
1061,MIR205,CNN2
1062,MIR149,CNOT11
1063,MIR148A,CNOT4
1064,MIR92A2,CNOT4
1065,MIR9-3,CNOT6
1066,MIR149,COG1
1067,MIR92A2,COG3
1068,MIR92A2,COL4A1
1069,SP1,COL4A1
1070,MIR29B2,COL4A1
1071,MIR29A,COL4A1
1072,MIR29A,COL4A2
1073,MIR149,COL4A3BP
1074,TBP,COL4A3BP
1075,MIR29B2,COMMD2
1076,MIR29A,COMMD2
1077,MIR146A,COPA
1078,MIR92A2,COPG1
1079,MIR193B,COPRS
1080,MIR92A2,COPS6
1081,MIR146A,COPS8
1082,MIR146A,CORO1C
1083,MIR92A2,CORO7
1084,MIR149,COX18
1085,MIR92A2,COX18
1086,MIR25,COX20
1087,MIR92A2,COX20
1088,MIR203A,COX20
1089,MIR92A2,COX4I1
1090,MIR3916,COX6B1
1091,MIR214,COX6B1
1092,MIR149,COX6B1
1093,MIRLET7B,COX6B1
1094,MIR29A,COX7A2L
1095,MIR29B2,COX7A2L
1096,ESR1,COX7A2L
1097,MIRLET7B,CPEB1
1098,MIR101-2,CPEB1
1099,MIR203A,CPEB4
1100,MIR214,CPEB4
1101,MIR29A,CPEB4
1102,MIR92A2,CPEB4
1103,MIR9-3,CPEB4
1104,MIR149,CPM
1105,MIR21,CPM
1106,MIR92A2,CPNE2
1107,MIR101-2,CPS1
1108,MIR214,CPSF2
1109,MIR149,CPSF2
1110,MIRLET7B,CPSF3L
1111,MIR92A2,CPSF6
1112,MIR222,CPSF6
1113,MIR214,CPT1A
1114,MIR149,CRAMP1L
1115,MIR182,CRAMP1L
1116,CREB1,CREB1
1117,MAPKAPK2,CREB1
1118,SLC39A1,CREB1
1119,RPL10,CREB1
1120,PTGS2,CREB1
1121,CD2AP,CREB1
1122,SLC25A12,CREB1
1123,ST8SIA1,CREB1
1124,MIR149,CREBL2
1125,MIR29B2,CREBZF
1126,MIR222,CREBZF
1127,MIR221,CREBZF
1128,MIR199A2,CREBZF
1129,MIRLET7B,CREBZF
1130,MIR31,CREG1
1131,MIR149,CRIPT
1132,MIR205,CRK
1133,MIR149,CRKL
1134,MIR31,CRKL
1135,MIRLET7B,CRKL
1136,MIR29A,CRKL
1137,MIR193B,CRKL
1138,MIR214,CRKL
1139,MIR149,CRTAP
1140,MIR29B2,CRTC3
1141,MIR92A2,CRTC3
1142,MIR214,CS
1143,MIR92A2,CSDE1
1144,RELA,CSF1
1145,STAT1,CSF1
1146,CEBPB,CSF1
1147,JUN,CSF1
1148,MIR29B2,CSGALNACT2
1149,MIR205,CSNK1A1
1150,MIRLET7B,CSNK1D
1151,MIR149,CSNK1E
1152,MIR222,CSNK1G1
1153,PTEN,CSNK2A1
1154,CTNNB1,CSNK2A1
1155,MIR29A,CSRNP2
1156,MIR29B2,CSRNP2
1157,MIR155,CSRP2
1158,MIR199A2,CSRP2
1159,MIR148A,CST3
1160,MIR148A,CSTF1
1161,MIR205,CSTF1
1162,MIR149,CSTF1
1163,MIR149,CSTF2
1164,MIR92A2,CSTF2
1165,MIRLET7B,CSTF2
1166,MIR205,CSTF2
1167,MIR222,CSTF2T
1168,MIR92A2,CSTF2T
1169,MIRLET7B,CTBP2
1170,MIR214,CTBS
1171,TP53,CTCF
1172,APP,CTCF
1173,PLK1,CTCF
1174,MYC,CTCF
1175,RB1,CTCF
1176,SOX13,CTCF
1177,ETNK2,CTCF
1178,MIR149,CTDSP2
1179,MIR205,CTGF
1180,RELA,CTGF
1181,STAT3,CTGF
1182,MMP3,CTGF
1183,MIRLET7B,CTHRC1
1184,ADAM10,CTNNA1
1185,TFAP2A,CTNNAL1
1186,CREB1,CTNNAL1
1187,LEF1,CTNNAL1
1188,ZNF24,CTNNB1
1189,MIR214,CTNNB1
1190,NEDD9,CTNNB1
1191,CTNNB1,CTNNB1
1192,MIR29A,CTNNBIP1
1193,MIR29B2,CTNNBIP1
1194,MIR92A2,CTNNBL1
1195,MIR149,CTNNBL1
1196,ADAM10,CTNND1
1197,MIR101-2,CTR9
1198,MITF,CTSK
1199,MIR92A2,CTTN
1200,MIR9-3,CUEDC1
1201,MIR203A,CUL3
1202,MIR181A1,CUL5
1203,MIR205,CUL5
1204,MIR92A2,CUL5
1205,KIF23,CUX1
1206,POLA1,CUX1
1207,CXCL1,CUX1
1208,RACGAP1,CUX1
1209,MIR9-3,CXXC5
1210,MIR92A2,CYB5R3
1211,RELA,CYBA
1212,MIR92A2,CYBRD1
1213,MIR146A,CYBRD1
1214,MIR21,CYBRD1
1215,MIR21,CYCS
1216,BAX,CYCS
1217,BAK1,CYCS
1218,MIR193B,CYCS
1219,MIR148A,CYCS
1220,MIR9-3,CYFIP2
1221,MIR149,CYFIP2
1222,SNAI1,CYLD
1223,MIR182,CYLD
1224,BCL3,CYLD
1225,MIR149,CYP20A1
1226,MIR203A,CYP20A1
1227,MIR214,CYP20A1
1228,MIR92A2,CYP4V2
1229,MIR214,CYP51A1
1230,ATF1,CYP51A1
1231,SP1,CYP51A1
1232,CREB1,CYP51A1
1233,MIR34A,CYP51A1
1234,CREB1,CYR61
1235,MIR29A,CYR61
1236,MIR205,CYR61
1237,MMP2,CYR61
1238,SOX4,CYR61
1239,MIRLET7B,CYSTM1
1240,MIR34A,CYTH3
1241,MIR92A2,DAB2IP
1242,MIR29A,DAG1
1243,MIR214,DAPK1
1244,TP53,DAPK1
1245,MIR222,DARS2
1246,MIR146A,DARS2
1247,ETS1,DAXX
1248,MIR92A2,DAZAP1
1249,MIR193B,DAZAP1
1250,MIR222,DAZAP1
1251,MIR203A,DAZAP2
1252,MIR193B,DAZAP2
1253,MIR101-2,DAZAP2
1254,SP1,DBF4
1255,E2F1,DBF4
1256,MIR222,DBN1
1257,MIR137,DBN1
1258,MIR149,DBN1
1259,MIRLET7B,DBNDD2
1260,MIR31,DBR1
1261,MIR92A2,DCAF12
1262,MIR149,DCAF13
1263,MIR92A2,DCAF16
1264,MIR29B2,DCAF16
1265,MIR18B,DCAF8
1266,MIR21,DCAF8
1267,MITF,DCT
1268,SOX10,DCT
1269,PAX3,DCT
1270,MIRLET7B,DCTD
1271,MIR92A2,DCTD
1272,MIR101-2,DCTD
1273,MIR149,DCTN2
1274,MIR149,DCTN4
1275,MIR149,DCTN5
1276,MIR29A,DCTN6
1277,MIR149,DCTPP1
1278,MIR149,DCUN1D5
1279,MIR92A2,DDA1
1280,MIR34A,DDAH2
1281,MIR149,DDB1
1282,HNF4A,DDB1
1283,MIR193B,DDB1
1284,MIR101-2,DDIT4
1285,MIR149,DDT
1286,MIR205,DDT
1287,MIRLET7B,DDX17
1288,MIR92A2,DDX17
1289,MIR149,DDX19A
1290,MIR31,DDX19A
1291,MIR34A,DDX21
1292,MIRLET7B,DDX21
1293,MIR222,DDX21
1294,MIR193B,DDX21
1295,MIR92A2,DDX23
1296,MIR149,DDX23
1297,MIR34A,DDX24
1298,MIR92A2,DDX39A
1299,POU2F1,DDX39B
1300,MIR92A2,DDX39B
1301,MIR146A,DDX3X
1302,MIR92A2,DDX3X
1303,MIRLET7B,DDX49
1304,MIR25,DDX49
1305,MIR205,DDX5
1306,MIR92A2,DDX5
1307,MIR92A2,DDX56
1308,MIR29A,DDX6
1309,DEAF1,DEAF1
1310,MIR146A,DECR1
1311,MIR34A,DEGS1
1312,MIR193B,DEGS1
1313,YY1,DEK
1314,NFYA,DEK
1315,MIR155,DEK
1316,MIRLET7B,DENND4B
1317,MIR92A2,DENND4B
1318,MIR193B,DENND4B
1319,MIR92A2,DENND5A
1320,MIR25,DENND5A
1321,MIR101-2,DENND5B
1322,MIR200B,DENND5B
1323,MIR92A2,DENND6A
1324,MIR146A,DEPTOR
1325,MIR149,DESI1
1326,MIR149,DFFA
1327,MIR149,DGCR14
1328,MIR92A2,DHCR24
1329,MIR205,DHCR24
1330,MIR34A,DHCR7
1331,MIR149,DHDDS
1332,MIR149,DHODH
1333,MIR92A2,DHTKD1
1334,MIRLET7B,DHTKD1
1335,MIR92A2,DHX16
1336,MIR92A2,DHX30
1337,MIR149,DHX30
1338,MIR29A,DHX33
1339,MIR203A,DHX33
1340,MIR193B,DHX37
1341,MIR29B2,DHX40
1342,MIR149,DHX40
1343,MIR149,DHX9
1344,MIR29A,DIABLO
1345,RELA,DIABLO
1346,BAK1,DIABLO
1347,BAX,DIABLO
1348,MIR92A2,DIAPH1
1349,SOX4,DIAPH1
1350,MIR9-3,DICER1
1351,MIR29A,DICER1
1352,MIR101-2,DICER1
1353,MIR101-2,DIDO1
1354,MIR92A2,DIDO1
1355,MIR101-2,DIMT1
1356,MIR92A2,DIRAS1
1357,MIR29A,DKK1
1358,TCF7L2,DKK1
1359,MIR31,DKK1
1360,TP53,DKK1
1361,MIR214,DKK3
1362,MIR193B,DLEU2
1363,MIR92A2,DMXL1
1364,MIR9-3,DMXL1
1365,MIR205,DMXL2
1366,MIR205,DNAJA1
1367,MIR101-2,DNAJA1
1368,MIR149,DNAJA3
1369,MIR92A2,DNAJA3
1370,MIR29B2,DNAJB11
1371,MIR92A2,DNAJB12
1372,MIR193B,DNAJB9
1373,MIR25,DNAJB9
1374,MIR92A2,DNAJB9
1375,MIR200B,DNAJB9
1376,MIR149,DNAJC19
1377,MIR155,DNAJC2
1378,MIR92A2,DNAJC21
1379,MIR149,DNAJC24
1380,MIR31,DNAJC5
1381,MIR149,DNAJC8
1382,MIRLET7B,DNAJC8
1383,MIR214,DNAL1
1384,MIR149,DNAL1
1385,SP1,DNASE2
1386,MIR149,DNLZ
1387,MIR92A2,DNM2
1388,MIR3916,DNM2
1389,MIR149,DNMT1
1390,MIR101-2,DNMT3A
1391,E2F1,DNMT3A
1392,MIR29A,DNMT3A
1393,MIR149,DNPEP
1394,MIR92A2,DNPH1
1395,MIR203A,DNTTIP2
1396,MIR34A,DOCK3
1397,MIR222,DOCK5
1398,MIRLET7B,DOCK5
1399,MIR149,DOCK7
1400,MIR214,DOCK9
1401,MIR92A2,DOCK9
1402,MIR92A2,DOT1L
1403,CTNNB1,DPAGT1
1404,TCF7L2,DPAGT1
1405,MIR149,DPH2
1406,MIR149,DPM2
1407,MIR31,DPM2
1408,PAX3,DPYSL2
1409,MIRLET7B,DRG2
1410,SP1,DRG2
1411,MIR193B,DRG2
1412,E2F1,DSCC1
1413,MIR203A,DSCR3
1414,MIRLET7B,DSG2
1415,MIR155,DSG2
1416,MIR149,DSN1
1417,MIR92A2,DSTYK
1418,MIR29B2,DSTYK
1419,MIR149,DTD2
1420,MIR214,DTD2
1421,MIR193B,DUS1L
1422,MIR92A2,DUS2
1423,MIR92A2,DUSP10
1424,MIR21,DUSP10
1425,TP53,DUSP14
1426,MIRLET7B,DUSP23
1427,E2F1,DUSP4
1428,TP53,DUSP4
1429,MIR34A,DUT
1430,MIR193B,DUT
1431,MIRLET7B,DVL3
1432,MIR221,DYNC1H1
1433,MIR149,DYNC1H1
1434,MIR92A2,DYNC1H1
1435,MIRLET7B,DYNC1H1
1436,MIR205,DYNLT1
1437,MIR92A2,DYNLT3
1438,MIR148A,DYRK1A
1439,MIR92A2,DYRK1A
1440,MIR101-2,DYRK2
1441,MIRLET7B,DZIP1
1442,CYC1,E2F1
1443,CDKN2A,E2F1
1444,KIF23,E2F1
1445,XRCC1,E2F1
1446,BCL2L11,E2F1
1447,SRSF2,E2F1
1448,SIN3A,E2F1
1449,MIR205,E2F1
1450,IRF3,E2F1
1451,CREB1,E2F1
1452,FOXM1,E2F1
1453,NRF1,E2F1
1454,RACGAP1,E2F1
1455,E2F6,E2F1
1456,E2F1,E2F1
1457,RB1,E2F1
1458,CDC6,E2F3
1459,CDKN2A,E2F3
1460,CCNB1,E2F3
1461,MYC,E2F7
1462,MIRLET7B,E2F7
1463,MIR9-3,E2F7
1464,MIR92A2,E4F1
1465,MIRLET7B,EAF1
1466,MIR92A2,EARS2
1467,MIR149,EBNA1BP2
1468,MIR182,EBNA1BP2
1469,MIR193B,EBNA1BP2
1470,MIR92A2,EBP
1471,MIR182,ECHDC1
1472,MIR31,ECHDC1
1473,MIRLET7B,ECHDC1
1474,E2F1,ECT2
1475,CUX1,ECT2
1476,MIR31,EDC3
1477,MIR92A2,EDEM1
1478,MIR9-3,EDEM3
1479,MIR34A,EDEM3
1480,MIRLET7B,EDEM3
1481,MIR146A,EDEM3
1482,NFYB,EDF1
1483,MIR149,EDF1
1484,MIR101-2,EEA1
1485,MIR101-2,EED
1486,SP1,EEF1A1
1487,PARP1,EEF1A1
1488,MIR25,EEF1A1
1489,MIRLET7B,EEF1A1
1490,MIR92A2,EEF1A1
1491,MIR221,EEF1A1
1492,MIR149,EEF1B2
1493,MIR149,EEF1D
1494,EEF2,EEF2K
1495,MIR9-3,EEF2K
1496,MIR146A,EGFR
1497,RARA,EGFR
1498,TEAD2,EGFR
1499,YBX1,EGFR
1500,VDR,EGFR
1501,TP53,EGFR
1502,MIR203A,EGLN1
1503,HIF1A,EGLN1
1504,MIR92A2,EGLN2
1505,HIF1A,EGLN2
1506,MIR205,EGLN2
1507,EPAS1,EGLN2
1508,FYN,EGR1
1509,CXCL1,EGR1
1510,PPARG,EGR1
1511,CAT,EGR1
1512,SLC4A2,EGR1
1513,SRD5A1,EGR1
1514,BIRC5,EGR1
1515,BRCA1,EGR1
1516,HIF1A,EGR1
1517,EGR1,EGR1
1518,VEGFA,EGR1
1519,ID2,EGR1
1520,FN1,EGR1
1521,CCND1,EGR1
1522,ATF2,EGR1
1523,CD44,EGR1
1524,FOSL1,EGR1
1525,SNAI2,EGR1
1526,ID1,EGR1
1527,SRF,EGR1
1528,ATF3,EGR1
1529,NDRG1,EGR1
1530,EGFR,EGR1
1531,FGF2,EGR1
1532,PTP4A1,EGR1
1533,SP1,EGR1
1534,TCF7L2,EGR1
1535,IMPDH2,EGR1
1536,ATF1,EGR1
1537,CREB1,EGR1
1538,TGFBR2,EGR1
1539,MIR92A2,EHBP1
1540,MIR214,EHD2
1541,MIR193B,EIF1
1542,MIR25,EIF1
1543,MIR92A2,EIF1
1544,MIR137,EIF1
1545,MIR21,EIF1AX
1546,MIR3916,EIF1AX
1547,MIR206,EIF1AX
1548,MIR9-3,EIF2A
1549,MIRLET7B,EIF2AK1
1550,MIR92A2,EIF2AK1
1551,ELK1,EIF2AK1
1552,MIRLET7B,EIF2B3
1553,NRF1,EIF2S1
1554,MIR92A2,EIF2S3
1555,MIR149,EIF3C
1556,MIR92A2,EIF3C
1557,MIRLET7B,EIF3D
1558,MIR29A,EIF3E
1559,MIR149,EIF3F
1560,MIR92A2,EIF3G
1561,HIF1A,EIF3I
1562,MIR92A2,EIF3I
1563,MIRLET7B,EIF4A3
1564,MIR149,EIF4A3
1565,MIR25,EIF4B
1566,MIR92A2,EIF4B
1567,MIR193B,EIF4B
1568,MIR149,EIF4B
1569,MYC,EIF4E
1570,HNRNPK,EIF4E
1571,MIR182,EIF4EBP2
1572,MIR92A2,EIF4EBP2
1573,EIF4G1,EIF4G1
1574,MIR155,EIF4G2
1575,MIR25,EIF4G2
1576,MIRLET7B,EIF4G2
1577,MIR101-2,EIF4G2
1578,MIR92A2,EIF4G2
1579,DEAF1,EIF4G3
1580,MIR149,EIF4H
1581,MIR149,EIF5
1582,MIR25,EIF5A
1583,GABPA,EIF6
1584,MIR200B,ELK1
1585,EGR1,ELK1
1586,KATNB1,ELK1
1587,CDKN1A,ELK1
1588,FOS,ELK1
1589,ELK1,ELK1
1590,SRF,ELK1
1591,PYGO2,ELK1
1592,PSEN1,ELK1
1593,ACTB,ELK1
1594,DDIT4,ELK1
1595,SRF,ELK1
1596,EGR1,ELK1
1597,MMP2,ELK1
1598,MCL1,ELK1
1599,TNF,ELK1
1600,MMP14,ELK3
1601,FOS,ELK3
1602,MIR193B,ELK3
1603,ACTB,ELK4
1604,FOS,ELK4
1605,E2F1,ELL
1606,MIRLET7B,ELMOD2
1607,MIR92A2,ELOF1
1608,MIR9-3,ELOVL5
1609,MIR214,ELP6
1610,MIR9-3,EMC1
1611,MIR214,EMC2
1612,MIR214,EMC3
1613,NFYB,EMC6
1614,MIR29A,EMP1
1615,MIR214,EMP2
1616,MIR9-3,EN2
1617,MIR181A1,ENAH
1618,MIR203A,ENAH
1619,MIR193B,ENAH
1620,MIR9-3,ENDOD1
1621,MIR193B,ENDOD1
1622,ARNT,ENG
1623,MIR25,ENG
1624,ETS2,ENG
1625,HIF1A,ENG
1626,SP1,ENG
1627,MIR222,ENO1
1628,HIF1A,ENO1
1629,ERBB2,ENO1
1630,MYC,ENO1
1631,MIR92A2,ENO1
1632,MIR222,ENTPD4
1633,MIRLET7B,ENTPD6
1634,MIR205,EOGT
1635,MIR149,EP300
1636,RALBP1,EP300
1637,MIR9-3,EP300
1638,EPAS1,EPAS1
1639,VEGFA,EPAS1
1640,SLC2A1,EPAS1
1641,MIR34A,EPB41L2
1642,MIR222,EPB41L2
1643,MIRLET7B,EPB41L3
1644,MIR92A2,EPB41L3
1645,MIR149,EPG5
1646,TP53,EPHA2
1647,NFYB,EPHX1
1648,MIR149,ERAL1
1649,MIR205,ERBB2
1650,HDAC1,ERBB2
1651,MIR146A,ERBB2
1652,ETS1,ERBB2
1653,MYC,ERBB2
1654,GABPA,ERBB2
1655,TFAP2A,ERBB2
1656,ETS2,ERBB2
1657,MIR205,ERBB3
1658,MIR214,ERC1
1659,MIRLET7B,ERCC1
1660,MIR149,ERCC6L2
1661,MIR149,ERGIC1
1662,MIR92A2,ERGIC1
1663,MIR214,ERGIC2
1664,MIR92A2,ERGIC2
1665,MIR92A2,ERH
1666,MIR148A,ERRFI1
1667,MIR193B,ERRFI1
1668,MIR149,ESCO2
1669,MIR149,ESD
1670,MIR146A,ESD
1671,MIR205,ESF1
1672,MIR149,ESPL1
1673,RUNX1,ESPL1
1674,FOXM1,ESR1
1675,GREB1,ESR1
1676,HOXC4,ESR1
1677,NFYA,ESR1
1678,MRPL41,ESR1
1679,FOXM1,ESR1
1680,BRCA1,ESR1
1681,PPM1D,ESR1
1682,SP1,ESR1
1683,ESR1,ESR1
1684,HOXA10,ESR1
1685,NQO1,ESR1
1686,PTMA,ESR1
1687,EBAG9,ESR1
1688,NRF1,ESR1
1689,BMI1,ESR1
1690,HMOX1,ESR1
1691,ESRRA,ESRRA
1692,MIR34A,ESYT2
1693,MIR193B,ESYT2
1694,MIR21,ESYT2
1695,MIR205,ETF1
1696,MIR25,ETFA
1697,MIR92A2,ETFA
1698,MIRLET7B,ETFA
1699,MIR205,ETNK1
1700,ST8SIA1,ETS1
1701,ITGA3,ETS1
1702,MGAT5,ETS1
1703,TBP,ETS1
1704,ATXN2,ETS1
1705,CYGB,ETS1
1706,MMP2,ETS1
1707,MCL1,ETS1
1708,RARA,ETS1
1709,MIR205,ETS2
1710,MIR149,ETS2
1711,KIT,ETS2
1712,FOSL1,ETS2
1713,MMP2,ETS2
1714,CDK1,ETS2
1715,MIR182,ETV3
1716,MMP3,ETV4
1717,B4GALT1,ETV4
1718,MMP1,ETV4
1719,PTGS2,ETV4
1720,ERBB2,ETV4
1721,MIR92A2,ETV6
1722,MIR149,EWSR1
1723,CREB1,EXO1
1724,MIR31,EXOC6
1725,MIR25,EXOC6B
1726,MIR149,EXOC8
1727,MIR149,EXOSC2
1728,MIR214,EXOSC2
1729,MIR31,EXOSC5
1730,MIR203A,EYA4
1731,MIR101-2,EZH2
1732,MIR214,EZH2
1733,MIR92A2,EZR
1734,MIR205,EZR
1735,JUN,EZR
1736,MIR149,EZR
1737,MIR9-3,F2
1738,EGR1,F2R
1739,SP1,F2R
1740,TFAP2A,F2R
1741,MIR25,FADS1
1742,MIRLET7B,FADS2
1743,MIR92A2,FAF1
1744,MIR146A,FAF1
1745,MIR193B,FAF2
1746,MIR149,FAF2
1747,MIR34A,FAH
1748,MIR193B,FAHD1
1749,MIR9-3,FAIM
1750,MIR101-2,FAM103A1
1751,MIR205,FAM104A
1752,MIR30D,FAM107B
1753,MIR193B,FAM111A
1754,MIR148A,FAM120AOS
1755,MIRLET7B,FAM126A
1756,MIR34A,FAM127B
1757,MIR92A2,FAM129A
1758,MIR92A2,FAM129B
1759,MIR149,FAM134A
1760,MIR31,FAM134C
1761,NRF1,FAM134C
1762,MIR92A2,FAM136A
1763,MIR181A1,FAM160A2
1764,MIR92A2,FAM160B2
1765,MIR181A1,FAM192A
1766,MIR29A,FAM193A
1767,MIR29B2,FAM193A
1768,MIR31,FAM193A
1769,MIR182,FAM193A
1770,MIR203A,FAM208A
1771,MIR149,FAM208A
1772,MIR29A,FAM208B
1773,MIR149,FAM208B
1774,MIR193B,FAM20B
1775,MIR29B2,FAM20B
1776,MIR21,FAM20B
1777,MIR29B2,FAM210A
1778,MIR203A,FAM210A
1779,MIR149,FAM216A
1780,MIR101-2,FAM217B
1781,MIR149,FAM21C
1782,MIR92A2,FAM3A
1783,PPARG,FAM3A
1784,MIRLET7B,FAM43A
1785,MIR9-3,FAM46A
1786,MIR92A2,FAM46A
1787,MIR214,FAM49B
1788,MIR222,FAM53C
1789,MIR92A2,FAM58A
1790,MIR203A,FAM60A
1791,MIR92A2,FAM69B
1792,MIR182,FAM73A
1793,MIR9-3,FAM73B
1794,MIR149,FAM73B
1795,MIR101-2,FAM84B
1796,MIR92A2,FAM91A1
1797,MIR149,FAM98B
1798,MIR29A,FAM98B
1799,TP53,FANCC
1800,TNF,FANCD2
1801,MIR193B,FANCD2
1802,MIRLET7B,FANCD2
1803,MIR21,FANCI
1804,MIR193B,FANCI
1805,MIR101-2,FAR1
1806,MIR92A2,FAR1
1807,MIR92A2,FARSA
1808,GABPA,FAS
1809,MIR92A2,FAS
1810,JUND,FAS
1811,GABPB1,FAS
1812,MIR146A,FAS
1813,RBMS1,FAS
1814,YBX1,FAS
1815,TP53,FAS
1816,NFYA,FAS
1817,MIR25,FASLG
1818,SP1,FASLG
1819,FOXO3,FASLG
1820,ATF2,FASLG
1821,JUN,FASLG
1822,EGR1,FASLG
1823,MIR92A2,FASLG
1824,NFATC2,FASLG
1825,MIR92A2,FASN
1826,MIR193B,FASN
1827,SREBF1,FASN
1828,MIR222,FASN
1829,MIR29A,FBRS
1830,MIR29B2,FBRS
1831,MIR149,FBXL18
1832,MIR92A2,FBXL19
1833,MIR203A,FBXL3
1834,MIR21,FBXO11
1835,MIR101-2,FBXO11
1836,MIR181A1,FBXO11
1837,MIR9-3,FBXO28
1838,MIR221,FBXO31
1839,MIR149,FBXO45
1840,MIR92A2,FBXO45
1841,MIR149,FBXW2
1842,MIR203A,FBXW7
1843,MIR25,FBXW7
1844,MIR182,FBXW7
1845,MIR101-2,FBXW7
1846,MIR149,FBXW8
1847,NFYB,FDFT1
1848,MIR149,FDFT1
1849,CREB1,FDX1
1850,MIR29A,FEM1B
1851,MIR29B2,FEM1B
1852,MIR101-2,FGF2
1853,MIR149,FGFR1
1854,E2F1,FGFR1
1855,MIR214,FGFR1
1856,MIR149,FGFR1OP
1857,MIR205,FGFR1OP
1858,MIR21,FGFRL1
1859,MIRLET7B,FGFRL1
1860,TP53,FHL2
1861,SP1,FHL2
1862,MIR149,FHOD1
1863,MIR92A2,FHOD1
1864,MIR181A1,FKBP14
1865,MIR101-2,FKBP14
1866,MIR92A2,FKBP14
1867,MIR203A,FKBP15
1868,MIR92A2,FKBP1A
1869,MIR3916,FKBP1A
1870,MIR92A2,FKBP4
1871,MIR149,FKBP4
1872,MIR92A2,FKBP9
1873,MIR25,FKBP9
1874,MIR92A2,FKBPL
1875,MIR205,FLCN
1876,MIRLET7B,FLII
1877,MIR31,FLNA
1878,MIR92A2,FLNA
1879,MIR149,FLNA
1880,MIR92A2,FLNB
1881,MIR9-3,FLNB
1882,MIR214,FLOT1
1883,MIR182,FLOT1
1884,MIR214,FLOT2
1885,MIR137,FMNL2
1886,MIR203A,FMNL2
1887,MIRLET7B,FMNL3
1888,MIR182,FMNL3
1889,NRF1,FMR1
1890,MIR101-2,FMR1
1891,JUN,FN1
1892,CREB1,FN1
1893,RELA,FN1
1894,NFIC,FN1
1895,NFYA,FN1
1896,ATF2,FN1
1897,SP1,FN1
1898,MIR149,FN3K
1899,MIR25,FN3KRP
1900,MIR149,FN3KRP
1901,MIR101-2,FNDC3A
1902,MIR25,FNIP1
1903,MIR92A2,FNIP1
1904,FNTA,FNTA
1905,FNTB,FNTA
1906,HRAS,FNTA
1907,MIR25,FOPNL
1908,MIR149,FOPNL
1909,MIR92A2,FOPNL
1910,MIR34A,FOPNL
1911,GSTP1,FOS
1912,ATF1,FOS
1913,FOS,FOS
1914,CCND1,FOS
1915,ETV4,FOS
1916,XBP1,FOS
1917,AXL,FOS
1918,MAPK3,FOS
1919,TP53,FOS
1920,MMP1,FOS
1921,JUND,FOS
1922,VIM,FOS
1923,TCF3,FOS
1924,SRF,FOS
1925,STAT3,FOS
1926,MMP2,FOS
1927,CREB1,FOS
1928,ATF2,FOS
1929,VGF,FOS
1930,NQO1,FOS
1931,VEGFA,FOS
1932,STAT1,FOS
1933,FTH1,FOS
1934,PTGS2,FOS
1935,FOSL1,FOS
1936,CREM,FOS
1937,CREM,FOS
1938,SP1,FOS
1939,HLA-DPB1,FOS
1940,TREX1,FOS
1941,HLA-DRA,FOS
1942,CD44,FOS
1943,FAS,FOS
1944,AXL,FOSB
1945,VDR,FOSB
1946,DNAJB4,FOSB
1947,MAT2A,FOSB
1948,MMP2,FOSL1
1949,ETS1,FOSL1
1950,VDR,FOSL1
1951,SRF,FOSL1
1952,CREB1,FOSL1
1953,TCF7L2,FOSL1
1954,FOSL1,FOSL1
1955,MIR214,FOSL2
1956,MIR149,FOSL2
1957,VDR,FOSL2
1958,FOSL1,FOSL2
1959,CDKN1A,FOXD3
1960,RND3,FOXD3
1961,NDRG1,FOXD3
1962,BRAF,FOXD3
1963,MIR203A,FOXK1
1964,MIR149,FOXK1
1965,MIR137,FOXK1
1966,MIRLET7B,FOXK1
1967,STAT3,FOXM1
1968,MIR149,FOXM1
1969,CREB1,FOXM1
1970,SNAI1,FOXM1
1971,MIR92A2,FOXN2
1972,MIR146A,FOXN2
1973,MIR25,FOXN2
1974,MIR29A,FOXN2
1975,MIR29A,FOXN3
1976,MIR203A,FOXN3
1977,FOXO3,FOXO3
1978,MIR101-2,FOXP4
1979,MIR92A2,FOXRED2
1980,NFYB,FPGS
1981,NFYA,FPGS
1982,MIR149,FPGS
1983,MIR92A2,FRAT2
1984,MIR9-3,FRMD4B
1985,MIR101-2,FRMD6
1986,MIR101-2,FRS2
1987,MIR31,FRS2
1988,MIR9-3,FRS2
1989,MIR214,FSCN1
1990,MIR29A,FSCN1
1991,MIR149,FSTL1
1992,MIR9-3,FSTL3
1993,MIR92A2,FTSJ3
1994,MIR149,FTSJ3
1995,MIR222,FUBP1
1996,MIR21,FUBP1
1997,BRCA1,FUBP1
1998,MYC,FUBP1
1999,MIR214,FUS
2000,MIR92A2,FUT11
2001,MIR34A,FUT8
2002,MIR149,FXR1
2003,MIR203A,FYCO1
2004,MIR92A2,FYCO1
2005,MIR149,FYTTD1
2006,E2F1,FZD1
2007,MIR31,FZD1
2008,MIR205,FZD6
2009,MIR101-2,FZD6
2010,MIR9-3,G2E3
2011,MIR92A2,G2E3
2012,MIR101-2,G3BP1
2013,MIR193B,G3BP1
