,source_name,target_name,source_cmt,target_cmt
3459,CRLF3,MIR149,19,21
3460,ZBTB2,MIR149,7,21
3461,GCDH,MIR149,21,21
3462,AKIP1,MIR149,21,21
3463,UBE2N,MIR149,17,21
3464,DUSP7,MIR149,21,21
3465,KLHDC3,MIR149,13,21
3466,CLCC1,MIR149,2,21
3467,UGDH,MIR149,9,21
3468,PRR13,MIR149,17,21
3469,ATP5J2-PTCD1,MIR149,21,21
3470,ABI2,MIR149,15,21
3471,GEMIN4,MIR149,21,21
3472,ASXL1,MIR149,21,21
3473,ELMSAN1,MIR149,13,21
3474,TES,MIR149,8,21
3475,C1orf35,MIR149,10,21
3476,NLGN2,MIR149,21,21
3477,EVI5,MIR149,5,21
3478,SLC29A1,MIR149,21,21
3479,RPP25,MIR149,15,21
3480,EFCAB14,MIR149,4,21
3481,STX5,MIR155,1,1
3482,LEMD3,MIR155,1,1
3483,SCD,MIR155,6,1
3484,BUD31,MIR155,1,1
3485,LUC7L3,MIR155,1,1
3486,SUZ12,MIR155,19,1
3487,KANK2,MIR155,3,1
3488,CIAO1,MIR155,1,1
3489,XPNPEP1,MIR155,1,1
3490,CHD8,MIR155,1,1
3491,FAM91A1,MIR155,2,1
3492,YARS,MIR155,1,1
3493,OGFOD1,MIR155,8,1
3494,CSNK1A1,MIR155,14,1
3495,REV1,MIR155,11,1
3496,CNDP2,MIR155,1,1
3497,WDR82,MIR155,1,1
3498,TYSND1,MIR155,1,1
3499,EXOSC2,MIR155,6,1
3500,CARHSP1,MIR155,1,1
3501,PALLD,MIR155,11,1
3502,AKT1,MIR155,14,1
3503,ABCC4,MIR155,1,1
3504,CNOT10,MIR155,1,1
3505,RCOR1,MIR155,9,1
3506,CDH2,MIR155,7,1
3507,RIOK2,MIR155,19,1
3508,ABI2,MIR155,15,1
3509,SERGEF,MIR155,1,1
3510,ECI1,MIR155,1,1
3511,RPRD1A,MIR155,1,1
3512,CTNNBL1,MIR155,10,1
3513,KBTBD2,MIR155,1,1
3514,SEC24B,MIR155,1,1
3515,TMEM167A,MIR155,19,1
3516,FNDC3B,MIR155,10,1
3517,SPRED1,MIR155,4,1
3518,MYB,MIR155,7,1
3519,LUC7L,MIR155,1,1
3520,CDK5RAP3,MIR155,1,1
3521,OSTM1,MIR155,1,1
3522,RRM2,MIR155,2,1
3523,CIAPIN1,MIR155,17,1
3524,SLC39A14,MIR155,10,1
3525,FASTKD1,MIR155,1,1
3526,GTDC1,MIR155,1,1
3527,COL4A2,MIR155,13,1
3528,IFNGR1,MIR155,7,1
3529,PAXBP1,MIR155,1,1
3530,KLF9,MIR155,17,1
3531,CECR5,MIR155,3,1
3532,KIF22,MIR155,19,1
3533,OXNAD1,MIR155,1,1
3534,NUCKS1,MIR155,10,1
3535,COLGALT1,MIR155,1,1
3536,CEP41,MIR155,1,1
3537,SKI,MIR155,10,1
3538,ACOX1,MIR155,1,1
3539,FMNL3,MIR155,5,1
3540,DHX40,MIR155,2,1
3541,ABCF3,MIR155,1,1
3542,RNF2,MIR155,19,1
3543,CDK2,MIR155,7,1
3544,RNF123,MIR155,1,1
3545,DPP7,MIR155,1,1
3546,UQCRB,MIR155,11,1
3547,KCTD5,MIR155,8,1
3548,CD3EAP,MIR155,21,1
3549,EDEM3,MIR155,9,1
3550,DPYSL3,MIR155,1,1
3551,FAM3C,MIR155,4,1
3552,FUBP3,MIR155,1,1
3553,PSMG1,MIR155,1,1
3554,EXOC2,MIR155,18,1
3555,AKAP10,MIR155,10,1
3556,CD68,MIR155,1,1
3557,PCNT,MIR155,1,1
3558,MTFR1L,MIR155,1,1
3559,RREB1,MIR155,19,1
3560,ANTXR1,MIR155,1,1
3561,VPS18,MIR155,4,1
3562,MRPS34,MIR155,1,1
3563,SYNE2,MIR155,9,1
3564,CPD,MIR155,1,1
3565,ADAM10,MIR155,1,1
3566,IL6,MIR155,7,1
3567,L2HGDH,MIR155,1,1
3568,ARL15,MIR155,16,1
3569,S100A11,MIR155,1,1
3570,PSIP1,MIR155,7,1
3571,GLB1,MIR155,1,1
3572,RDH13,MIR155,1,1
3573,EZH1,MIR155,1,1
3574,GLG1,MIR155,11,1
3575,SACM1L,MIR155,11,1
3576,DNAJB1,MIR155,1,1
3577,MIDN,MIR155,17,1
3578,MRPL18,MIR155,1,1
3579,CDC40,MIR155,1,1
3580,ARL6IP5,MIR155,4,1
3581,PHGDH,MIR155,7,1
3582,PPM1G,MIR155,1,1
3583,MMS22L,MIR155,19,1
3584,NUP155,MIR155,9,1
3585,ATG3,MIR155,1,1
3586,XPR1,MIR155,14,1
3587,CNOT6,MIR155,9,1
3588,RICTOR,MIR155,4,1
3589,ALDH9A1,MIR155,2,1
3590,RIF1,MIR155,1,1
3591,SUPT5H,MIR155,8,1
3592,RAI14,MIR155,11,1
3593,STRBP,MIR155,11,1
3594,RPS20,MIR155,1,1
3595,CHTOP,MIR155,3,1
3596,UBE2K,MIR155,1,1
3597,WBP1L,MIR155,1,1
3598,STRN,MIR155,2,1
3599,RBPJ,MIR155,7,1
3600,SEL1L,MIR155,1,1
3601,DDRGK1,MIR155,1,1
3602,HMGCS1,MIR155,1,1
3603,PDAP1,MIR155,5,1
3604,ATPAF1,MIR155,1,1
3605,ANXA2,MIR155,1,1
3606,CMSS1,MIR155,1,1
3607,MTHFD2,MIR155,6,1
3608,TSPAN14,MIR155,8,1
3609,VAMP3,MIR155,18,1
3610,TSPAN3,MIR155,16,1
3611,PRKCI,MIR155,1,1
3612,MPZL1,MIR155,1,1
3613,TIMM13,MIR155,1,1
3614,KIAA0368,MIR155,1,1
3615,SPCS1,MIR155,19,1
3616,SMARCD2,MIR155,1,1
3617,MRPL16,MIR155,1,1
3618,LARS,MIR155,11,1
3619,KIRREL,MIR155,1,1
3620,NAMPT,MIR155,7,1
3621,BRI3BP,MIR155,21,1
3622,TIMM8A,MIR155,1,1
3623,XPO1,MIR155,2,1
3624,TOMM34,MIR155,11,1
3625,IRF2BP2,MIR155,13,1
3626,ARFIP2,MIR155,1,1
3627,MEX3C,MIR155,1,1
3628,LIN7C,MIR155,6,1
3629,RQCD1,MIR155,1,1
3630,DPY19L1,MIR155,1,1
3631,ACTR2,MIR155,11,1
3632,NASP,MIR155,13,1
3633,DR1,MIR155,1,1
3634,WHSC1L1,MIR155,18,1
3635,PRRC1,MIR155,11,1
3636,UBXN1,MIR155,1,1
3637,COG2,MIR155,1,1
3638,MORC3,MIR155,2,1
3639,SECISBP2,MIR155,1,1
3640,WDFY1,MIR155,1,1
3641,FAM96B,MIR155,1,1
3642,WNK1,MIR155,16,1
3643,ACOT7,MIR155,1,1
3644,SELT,MIR155,2,1
3645,WRB,MIR155,1,1
3646,AKR7A2,MIR155,8,1
3647,PSAT1,MIR155,18,1
3648,EEF2,MIR155,9,1
3649,CARS2,MIR155,2,1
3650,PSEN1,MIR155,7,1
3651,SIRT1,MIR155,7,1
3652,NMD3,MIR155,1,1
3653,CREB3L2,MIR155,1,1
3654,CTSA,MIR155,1,1
3655,UFL1,MIR155,18,1
3656,LPGAT1,MIR155,5,1
3657,SMARCE1,MIR155,1,1
3658,DOCK1,MIR155,1,1
3659,XPC,MIR155,7,1
3660,SNAP29,MIR155,1,1
3661,ZNF703,MIR155,1,1
3662,LRIF1,MIR155,1,1
3663,PFDN4,MIR155,1,1
3664,SDCBP,MIR155,1,1
3665,TWSG1,MIR155,11,1
3666,TTF1,MIR155,1,1
3667,C12orf10,MIR155,1,1
3668,LRRC40,MIR155,8,1
3669,KCTD3,MIR155,5,1
3670,TXNDC12,MIR155,1,1
3671,CHAF1A,MIR155,1,1
3672,PSME3,MIR155,1,1
3673,PSME4,MIR155,1,1
3674,STAT3,MIR155,7,1
3675,IKBIP,MIR155,1,1
3676,LSG1,MIR155,21,1
3677,EXOC3,MIR155,1,1
3678,SNTB2,MIR155,8,1
3679,C16orf62,MIR155,1,1
3680,GHITM,MIR155,4,1
3681,C17orf80,MIR155,1,1
3682,ITGB5,MIR155,1,1
3683,C18orf25,MIR155,17,1
3684,MYD88,MIR155,18,1
3685,MASTL,MIR155,1,1
3686,RPL39,MIR155,1,1
3687,LUC7L2,MIR155,16,1
3688,SETD8,MIR155,6,1
3689,TMEM194A,MIR155,1,1
3690,ATP13A1,MIR155,1,1
3691,MKLN1,MIR155,1,1
3692,KANSL1,MIR155,16,1
3693,AGTRAP,MIR155,2,1
3694,CYR61,MIR155,7,1
3695,UBA3,MIR155,1,1
3696,STIM1,MIR155,7,1
3697,ATP1A1,MIR155,2,1
3698,11-Sep,MIR155,19,1
3699,FEZ2,MIR155,1,1
3700,NSA2,MIR155,1,1
3701,STK24,MIR155,1,1
3702,MYO10,MIR155,18,1
3703,MYC,MIR155,7,1
3704,SKIV2L2,MIR155,1,1
3705,EIF3G,MIR155,1,1
3706,ALDH3A2,MIR155,1,1
3707,TROVE2,MIR155,14,1
3708,ANAPC16,MIR155,6,1
3709,KIAA1841,MIR155,3,1
3710,FADD,MIR155,19,1
3711,LCLAT1,MIR155,18,1
3712,GAR1,MIR155,1,1
3713,UBE2H,MIR155,15,1
3714,KIF14,MIR155,7,1
3715,LCORL,MIR155,11,1
3716,CTNNA1,MIR155,1,1
3717,INTS6,MIR155,1,1
3718,CTNNB1,MIR155,6,1
3719,AAK1,MIR155,4,1
3720,SGPL1,MIR155,7,1
3721,ATP6V1C1,MIR155,1,1
3722,SOX6,MIR155,1,1
3723,TMOD3,MIR155,13,1
3724,ATP6V1H,MIR155,1,1
3725,NAA50,MIR155,5,1
3726,RCN2,MIR155,1,1
3727,ASPH,MIR155,7,1
3728,FAM177A1,MIR155,1,1
3729,MCAM,MIR155,7,1
3730,PRKAR2A,MIR155,20,1
3731,ATXN10,MIR155,1,1
3732,SH3BP4,MIR155,18,1
3733,ZNF652,MIR155,17,1
3734,CDV3,MIR155,14,1
3735,FLNB,MIR155,9,1
3736,CNNM3,MIR155,18,1
3737,FLNA,MIR155,17,1
3738,TNFAIP2,MIR155,1,1
3739,CALU,MIR155,18,1
3740,UBL3,MIR155,5,1
3741,SPECC1,MIR155,1,1
3742,SLC30A7,MIR155,16,1
3743,CCND1,MIR155,7,1
3744,CAMTA1,MIR155,8,1
3745,MAP3K14,MIR155,4,1
3746,CUTA,MIR155,1,1
3747,SH3PXD2A,MIR155,16,1
3748,WEE1,MIR155,15,1
3749,GEMIN5,MIR155,8,1
3750,MXI1,MIR155,1,1
3751,AIMP1,MIR155,1,1
3752,BTBD1,MIR155,2,1
3753,GSK3B,MIR155,20,1
3754,HNRNPA3,MIR155,19,1
3755,UBTD2,MIR155,1,1
3756,TNKS1BP1,MIR155,5,1
3757,DCAF10,MIR155,11,1
3758,CHAF1B,MIR155,3,1
3759,CHURC1,MIR155,1,1
3760,EEF1A2,MIR155,1,1
3761,MOSPD2,MIR155,1,1
3762,PGRMC2,MIR155,11,1
3763,SIN3A,MIR155,7,1
3764,FAM98B,MIR155,13,1
3765,NUPL2,MIR155,2,1
3766,CYFIP1,MIR155,1,1
3767,ZBTB38,MIR155,11,1
3768,CARS,MIR155,1,1
3769,NCAPG,MIR155,14,1
3770,MPP5,MIR155,16,1
3771,B4GALT1,MIR155,2,1
3772,HAX1,MIR155,1,1
3773,FAM199X,MIR155,1,1
3774,SLC30A1,MIR155,1,1
3775,DHCR24,MIR155,14,1
3776,TPM1,MIR155,11,1
3777,CYP51A1,MIR155,7,1
3778,TMBIM6,MIR155,1,1
3779,UGDH,MIR155,9,1
3780,RP2,MIR155,5,1
3781,VHL,MIR155,13,1
3782,PPFIBP1,MIR155,1,1
3783,IGF2R,MIR155,7,1
3784,DAG1,MIR155,13,1
3785,PCCA,MIR155,1,1
3786,UGT8,MIR155,7,1
3787,CDKN1B,MIR155,7,1
3788,CAT,MIR155,7,1
3789,SLC7A1,MIR155,5,1
3790,ARGLU1,MIR155,1,1
3791,SLC11A2,MIR155,21,1
3792,ATL2,MIR155,17,1
3793,DBN1,MIR155,21,1
3794,LRRC59,MIR155,15,1
3795,PNPT1,MIR155,4,1
3796,EPB41,MIR155,2,1
3797,EIF4E2,MIR155,1,1
3798,CBFB,MIR155,1,1
3799,CLTA,MIR155,10,1
3800,SLC9A3R2,MIR155,19,1
3801,PTAR1,MIR155,10,1
3802,BAG5,MIR155,1,1
3803,QRICH1,MIR155,1,1
3804,OSBPL9,MIR155,1,1
3805,MARVELD1,MIR155,1,1
3806,LTN1,MIR155,19,1
3807,EPRS,MIR155,3,1
3808,PDCD10,MIR155,18,1
3809,SLC1A5,MIR155,6,1
3810,EHD1,MIR155,8,1
3811,CISD2,MIR155,5,1
3812,VANGL1,MIR155,17,1
3813,PBRM1,MIR155,2,1
3814,PLXND1,MIR155,16,1
3815,MSH2,MIR155,7,1
3816,CKAP5,MIR155,11,1
3817,GNPNAT1,MIR155,1,1
3818,HSD17B7,MIR155,7,1
3819,ZKSCAN5,MIR155,1,1
3820,CPT1A,MIR155,6,1
3821,MATR3,MIR155,15,1
3822,MAVS,MIR155,21,1
3823,TBCA,MIR155,1,1
3824,RHEB,MIR155,10,1
3825,ADH5,MIR155,7,1
3826,TMEM33,MIR155,1,1
3827,SLC25A19,MIR155,1,1
3828,MYO1D,MIR155,4,1
3829,SSSCA1,MIR155,1,1
3830,YEATS2,MIR155,14,1
3831,MAN1A2,MIR155,5,1
3832,GAPVD1,MIR155,11,1
3833,ANKRD12,MIR155,1,1
3834,PACSIN3,MIR155,1,1
3835,USP8,MIR155,1,1
3836,N4BP1,MIR155,19,1
3837,FUBP1,MIR155,7,1
3838,UBE2J2,MIR155,1,1
3839,TAF5L,MIR155,1,1
3840,NAA25,MIR155,1,1
3841,ZNF207,MIR155,11,1
3842,SLC25A40,MIR155,1,1
3843,RAB5C,MIR155,15,1
3844,FKBP3,MIR155,1,1
3845,WDR11,MIR155,1,1
3846,DDX10,MIR155,8,1
3847,GCLC,MIR155,7,1
3848,GPM6B,MIR155,19,1
3849,HSPB11,MIR155,1,1
3850,TMX3,MIR155,1,1
3851,CHD7,MIR155,1,1
3852,FAR1,MIR155,1,1
3853,ZNF260,MIR155,19,1
3854,KIF3A,MIR155,1,1
3855,HTRA1,MIR155,1,1
3856,ATXN1L,MIR155,8,1
3857,AGRN,MIR155,1,1
3858,GPT2,MIR155,1,1
3859,VBP1,MIR155,1,1
3860,TCF7L2,MIR155,7,1
3861,EOGT,MIR155,9,1
3862,APAF1,MIR155,7,1
3863,PAPOLA,MIR155,1,1
3864,ELK4,MIR155,7,1
3865,SLC33A1,MIR155,10,1
3866,ICAM1,MIR155,7,1
3867,RAD23B,MIR155,2,1
3868,RAD51,MIR155,6,1
3869,FSTL1,MIR155,15,1
3870,AURKA,MIR155,7,1
3871,TAB2,MIR155,16,1
3872,MUS81,MIR155,1,1
3873,CFL2,MIR155,14,1
3874,CDK4,MIR155,7,1
3875,ZNF384,MIR155,16,1
3876,CNPPD1,MIR155,1,1
3877,GABARAPL1,MIR155,1,1
3878,MARCKS,MIR155,14,1
3879,THBS1,MIR155,7,1
3880,EPB41L2,MIR155,8,1
3881,IER3IP1,MIR155,2,1
3882,DRAP1,MIR155,1,1
3883,MOV10,MIR155,8,1
3884,MCM8,MIR155,1,1
3885,EEF1E1,MIR155,1,1
3886,SLC39A10,MIR155,17,1
3887,IFIT5,MIR155,19,1
3888,NCAPD2,MIR155,1,1
3889,ZNF561,MIR155,1,1
3890,CCNT2,MIR155,13,1
3891,MRS2,MIR155,1,1
3892,CPEB4,MIR155,18,1
3893,HLA-DPA1,MIR155,1,1
3894,CHD9,MIR155,5,1
3895,PIK3R1,MIR155,13,1
3896,BCL6,MIR155,7,1
3897,SMAD2,MIR155,7,1
3898,KLHL42,MIR155,5,1
3899,BCL7C,MIR155,1,1
3900,KLHL5,MIR155,14,1
3901,EIF3A,MIR155,1,1
3902,PHF6,MIR155,1,1
3903,TRIO,MIR155,1,1
3904,CD109,MIR155,1,1
3905,TPRKB,MIR155,1,1
3906,TWF1,MIR155,10,1
3907,RTFDC1,MIR155,1,1
3908,RPAP1,MIR155,1,1
3909,RTN3,MIR155,14,1
3910,BET1,MIR155,1,1
3911,SSU72,MIR155,1,1
3912,MECR,MIR155,1,1
3913,GMPPA,MIR155,1,1
3914,TRAK1,MIR155,1,1
3915,MITF,MIR155,7,1
3916,H2AFY,MIR155,5,1
3917,POLR2C,MIR155,1,1
3918,INTS10,MIR155,8,1
3919,CORO1B,MIR155,8,1
3920,PEBP1,MIR155,7,1
3921,KDM3A,MIR155,2,1
3922,KRCC1,MIR155,1,1
3923,PCYOX1,MIR155,1,1
3924,SRSF1,MIR155,15,1
3925,IL13RA1,MIR155,1,1
3926,CDKN2A,MIR155,7,1
3927,CBR4,MIR155,1,1
3928,UQCRFS1,MIR155,14,1
3929,TYRP1,MIR155,7,1
3930,SRSF2,MIR155,17,1
3931,SCAMP1,MIR155,1,1
3932,TPD52,MIR155,9,1
3933,STAG2,MIR155,5,1
3934,PDCD4,MIR155,7,1
3935,PLAUR,MIR155,7,1
3936,UBA2,MIR155,8,1
3937,RAC1,MIR155,14,1
3938,ARL5A,MIR155,1,1
3939,HBP1,MIR155,13,1
3940,TRIM32,MIR155,1,1
3941,VAV2,MIR155,6,1
3942,PPP5C,MIR155,1,1
3943,RSF1,MIR155,11,1
3944,SSH2,MIR155,17,1
3945,METAP2,MIR155,1,1
3946,ADD3,MIR155,1,1
3947,INPP5A,MIR155,1,1
3948,SAP30L,MIR155,1,1
3949,NES,MIR155,1,1
3950,RHOA,MIR155,7,1
3951,TTC8,MIR155,1,1
3952,POLR1B,MIR155,18,1
3953,GOLT1B,MIR155,15,1
3954,MTAP,MIR155,7,1
3955,ARPC3,MIR155,19,1
3956,RBM42,MIR155,1,1
3957,SLC35F2,MIR155,1,1
3958,OSBPL10,MIR155,17,1
3959,RING1,MIR155,1,1
3960,KDM1A,MIR155,1,1
3961,ZNF160,MIR155,1,1
3962,MTFMT,MIR155,1,1
3963,ASB6,MIR155,9,1
3964,THOC7,MIR155,1,1
3965,RAB6A,MIR155,1,1
3966,NT5E,MIR155,7,1
3967,FOXO3,MIR155,7,1
3968,ASNS,MIR155,7,1
3969,SMARCA4,MIR155,11,1
3970,DNMT1,MIR155,13,1
3971,SNX6,MIR155,1,1
3972,RETSAT,MIR155,1,1
3973,PTPRJ,MIR155,4,1
3974,AP1G1,MIR155,19,1
3975,HSD17B12,MIR155,14,1
3976,TAPT1,MIR155,1,1
3977,OVCA2,MIR155,1,1
3978,YWHAZ,MIR155,1,1
3979,MAT2B,MIR155,7,1
3980,TPP2,MIR155,1,1
3981,RAPGEF2,MIR155,13,1
3982,SYPL1,MIR155,9,1
3983,RAB14,MIR155,16,1
3984,VPS4B,MIR155,10,1
3985,MYLK,MIR155,7,1
3986,TTC37,MIR155,19,1
3987,ATXN3,MIR155,7,1
3988,BRPF3,MIR155,1,1
3989,ABHD16A,MIR155,1,1
3990,UBQLN1,MIR155,1,1
3991,CDC42BPB,MIR155,1,1
3992,RARS,MIR155,1,1
3993,AIFM1,MIR155,1,1
3994,AURKB,MIR155,16,1
3995,PLEKHA5,MIR155,1,1
3996,RRAGA,MIR155,1,1
3997,TMEM123,MIR155,14,1
3998,FADS1,MIR155,1,1
3999,PNPLA8,MIR155,1,1
4000,UBE2J1,MIR155,1,1
4001,GNA13,MIR155,2,1
4002,DEGS1,MIR155,8,1
4003,PICALM,MIR155,14,1
4004,UBXN2B,MIR155,2,1
4005,TNPO1,MIR155,15,1
4006,HNRNPF,MIR155,6,1
4007,AXL,MIR155,7,1
4008,NOTCH2,MIR155,7,1
4009,HK2,MIR155,1,1
4010,MAPK14,MIR155,14,1
4011,CAB39,MIR155,19,1
4012,MIA3,MIR155,2,1
4013,VPS36,MIR155,11,1
4014,FDFT1,MIR155,7,1
4015,EGFR,MIR155,7,1
4016,PIK3CA,MIR155,7,1
4017,FOXK1,MIR155,18,1
4018,EIF2B2,MIR155,1,1
4019,PAM16,MIR155,1,1
4020,CSNK1G2,MIR155,1,1
4021,TBC1D14,MIR155,1,1
4022,OXCT1,MIR155,1,1
4023,CCT2,MIR155,1,1
4024,MSI2,MIR155,15,1
4025,ZKSCAN1,MIR155,1,1
4026,RAPH1,MIR155,18,1
4027,PUS7,MIR155,8,1
4028,FITM2,MIR155,1,1
4029,EIF3F,MIR155,21,1
4030,COPS3,MIR155,1,1
4031,BACH1,MIR155,4,1
4032,NEU1,MIR155,1,1
4033,ZNF83,MIR155,5,1
4034,PCCB,MIR155,19,1
4035,TXNIP,MIR155,4,1
4036,ORMDL3,MIR155,1,1
4037,EIF4A1,MIR155,1,1
4038,CHRAC1,MIR155,1,1
4039,TGM2,MIR155,8,1
4040,SERTAD2,MIR155,14,1
4041,UAP1,MIR155,1,1
4042,INTS4,MIR155,1,1
4043,CCDC82,MIR155,1,1
4044,MRPS27,MIR155,15,1
4045,CBL,MIR155,1,1
4046,DCAF7,MIR155,4,1
4047,QPCTL,MIR155,21,1
4048,CLUAP1,MIR155,5,1
4049,MGST2,MIR155,1,1
4050,GNAS,MIR155,14,1
4051,EXOC7,MIR155,1,1
4052,TRIM24,MIR155,1,1
4053,CSE1L,MIR155,8,1
4054,ARL8B,MIR155,6,1
4055,UBE2D2,MIR155,20,1
4056,UBQLN2,MIR155,3,1
4057,YBX3,MIR155,3,1
4058,DMTF1,MIR155,11,1
4059,PPP2R2A,MIR155,4,1
4060,PDE12,MIR155,6,1
4061,RAB13,MIR155,6,1
4062,IMPAD1,MIR155,14,1
4063,DNAJA1,MIR155,14,1
4064,RAB11FIP2,MIR155,11,1
4065,NARS,MIR155,18,1
4066,PTEN,MIR155,14,1
4067,DNAJC19,MIR155,21,1
4068,KDELC2,MIR155,1,1
4069,ZDHHC6,MIR155,4,1
4070,POLE4,MIR155,1,1
4071,RAB2A,MIR155,1,1
4072,RAB23,MIR155,19,1
4073,JARID2,MIR155,4,1
4074,UBE2D3,MIR155,7,1
4075,MYO6,MIR155,19,1
4076,UBE2G1,MIR155,15,1
4077,UBR4,MIR155,8,1
4078,PRKAR1A,MIR155,2,1
4079,TRAM1,MIR155,1,1
4080,PAK2,MIR155,19,1
4081,RAD1,MIR155,1,1
4082,SPIN1,MIR155,1,1
4083,ERMP1,MIR155,19,1
4084,PKN2,MIR155,1,1
4085,INTS7,MIR155,21,1
4086,FAM120A,MIR155,1,1
4087,C9orf142,MIR155,1,1
4088,PLK1,MIR155,7,1
4089,RAP1B,MIR155,18,1
4090,DDX17,MIR155,1,1
4091,TADA2B,MIR155,1,1
4092,IPO8,MIR155,1,1
4093,EIF3C,MIR155,21,1
4094,DIAPH3,MIR155,1,1
4095,FIP1L1,MIR155,1,1
4096,CRAT,MIR155,1,1
4097,MAP3K10,MIR155,5,1
4098,CUL4B,MIR155,1,1
4099,LUZP1,MIR155,6,1
4100,ARFIP1,MIR155,1,1
4101,MDN1,MIR155,19,1
4102,MSH6,MIR155,11,1
4103,GNL3L,MIR155,1,1
4104,CLTC,MIR155,1,1
4105,NSUN5,MIR155,8,1
4106,ERI1,MIR155,1,1
4107,GOLPH3,MIR155,1,1
4108,HSDL1,MIR155,1,1
4109,GMPS,MIR155,1,1
4110,ETNK2,MIR155,1,1
4111,MMP16,MIR155,4,1
4112,CLIC4,MIR155,19,1
4113,RANGAP1,MIR155,4,1
4114,NUP62,MIR155,8,1
4115,PTMS,MIR155,8,1
4116,PLEKHA2,MIR155,8,1
4117,EIF2B5,MIR155,1,1
4118,SSX2IP,MIR155,17,1
4119,NFYC,MIR155,7,1
4120,INPP5F,MIR155,1,1
4121,PACSIN2,MIR155,1,1
4122,ERBB2IP,MIR155,19,1
4123,PEA15,MIR155,8,1
4124,PDPR,MIR155,1,1
4125,TXNRD1,MIR155,7,1
4126,GRPEL1,MIR155,1,1
4127,PRAF2,MIR155,1,1
4128,UPF2,MIR155,1,1
4129,HERC4,MIR155,1,1
4130,PYGL,MIR155,1,1
4131,STRN3,MIR155,1,1
4132,SLC7A11,MIR155,10,1
4133,DCUN1D2,MIR155,1,1
4134,RAB34,MIR155,9,1
4135,PNPLA4,MIR155,1,1
4136,FMNL2,MIR155,18,1
4137,ANKFY1,MIR155,9,1
4138,GANAB,MIR155,13,1
4139,TCEA1,MIR155,1,1
4140,CD81,MIR155,19,1
4141,SMAD4,MIR155,7,1
4142,KIAA1715,MIR155,8,1
4143,ZBTB18,MIR155,15,1
4144,MFF,MIR155,10,1
4145,EIF3J,MIR155,1,1
4146,CDC37,MIR155,1,1
4147,APC,MIR155,1,1
4148,ZNF28,MIR155,18,1
4149,CCDC137,MIR155,1,1
4150,ZNF148,MIR155,7,1
4151,NFATC2IP,MIR155,4,1
4152,FGF2,MIR155,7,1
4153,EIF3CL,MIR155,1,1
4154,PDLIM5,MIR155,14,1
4155,EIF3E,MIR155,13,1
4156,RBM22,MIR155,1,1
4157,ERGIC1,MIR155,21,1
4158,POLE3,MIR155,1,1
4159,INTS8,MIR155,1,1
4160,DDB2,MIR155,7,1
4161,KIAA0430,MIR155,1,1
4162,TRMT1,MIR155,1,1
4163,TRIP13,MIR155,1,1
4164,RAP1B,MIR181A1,18,5
4165,ZBTB33,MIR181A1,7,5
4166,MAPK1,MIR181A1,4,5
4167,ATP6V0E1,MIR181A1,5,5
4168,FBXO28,MIR181A1,9,5
4169,FNDC3B,MIR181A1,10,5
4170,CHCHD7,MIR181A1,5,5
4171,PGD,MIR181A1,15,5
4172,BPGM,MIR181A1,5,5
4173,ZFP36L1,MIR181A1,5,5
4174,ZBTB2,MIR181A1,7,5
4175,DUSP6,MIR181A1,5,5
4176,MAP4K4,MIR181A1,4,5
4177,PBRM1,MIR181A1,2,5
4178,MAPK1IP1L,MIR181A1,5,5
4179,HNRNPAB,MIR181A1,8,5
4180,GNAI3,MIR181A1,5,5
4181,PRRC2C,MIR181A1,5,5
4182,FAM96A,MIR181A1,5,5
4183,KDM5A,MIR181A1,5,5
4184,RSF1,MIR181A1,11,5
4185,ZNF652,MIR181A1,17,5
4186,MAP2K1,MIR181A1,8,5
4187,CENPO,MIR181A1,16,5
4188,IDS,MIR181A1,9,5
4189,OSBPL3,MIR181A1,5,5
4190,TEAD4,MIR181A1,7,5
4191,RPS8,MIR181A1,5,5
4192,CAPRIN2,MIR181A1,15,5
4193,GIGYF1,MIR181A1,10,5
4194,TM9SF3,MIR181A1,9,5
4195,EN2,MIR181A1,18,5
4196,H3F3B,MIR181A1,7,5
4197,SUV39H2,MIR181A1,11,5
4198,C12orf29,MIR181A1,5,5
4199,BTBD3,MIR181A1,16,5
4200,PTPN11,MIR181A1,5,5
4201,ZNF12,MIR181A1,5,5
4202,TTPAL,MIR181A1,16,5
4203,ZFP36L2,MIR181A1,19,5
4204,PPAP2B,MIR181A1,5,5
4205,GSTM2,MIR181A1,5,5
4206,MOSPD1,MIR181A1,5,5
4207,LPCAT1,MIR181A1,14,5
4208,SLC38A2,MIR181A1,16,5
4209,GPR137B,MIR181A1,5,5
4210,SCAMP2,MIR181A1,5,5
4211,KLF6,MIR181A1,9,5
4212,STX2,MIR181A1,5,5
4213,DDX27,MIR181A1,5,5
4214,ASB1,MIR181A1,5,5
4215,PDAP1,MIR181A1,5,5
4216,ZNF148,MIR181A1,7,5
4217,MPP5,MIR181A1,16,5
4218,SNAI2,MIR181A1,7,5
4219,TRIM2,MIR181A1,5,5
4220,BCL2L11,MIR181A1,7,5
4221,COL16A1,MIR181A1,5,5
4222,ALDH9A1,MIR181A1,2,5
4223,ZADH2,MIR181A1,10,5
4224,ADAM17,MIR181A1,7,5
4225,PROSC,MIR181A1,8,5
4226,ZNF791,MIR181A1,16,5
4227,PRR11,MIR181A1,5,5
4228,CEBPB,MIR181A1,7,5
4229,GATAD2B,MIR181A1,10,5
