,source_name,target_name,source_cmt,target_cmt
9833,MIR92A2,PKN1,10,10
9834,CREB1,PLAT,7,7
9835,TFAP2A,PLAUR,7,7
9836,FOSL2,PLAUR,7,7
9837,FOS,PLAUR,7,7
9838,SP1,PLAUR,7,7
9839,JUN,PLAUR,7,7
9840,FOSL1,PLAUR,7,7
9841,HIF1A,PLAUR,7,7
9842,JUND,PLAUR,7,7
9843,VDR,PLCG1,7,14
9844,MIR92A2,PLCG1,10,14
9845,PLCG1,PLCG1,14,14
9846,ITPR2,PLCG1,14,14
9847,SP1,PLD1,7,7
9848,RELA,PLD1,7,7
9849,ATF2,PLD1,7,7
9850,MIR101-2,PLEKHA1,19,10
9851,MIR149,PLEKHA1,21,10
9852,MIR92A2,PLEKHA3,10,19
9853,MIRLET7B,PLEKHA3,20,19
9854,MIR149,PLEKHA3,21,19
9855,MIR101-2,PLEKHA3,19,19
9856,MIR31,PLEKHB2,4,4
9857,MIR149,PLEKHB2,21,4
9858,MIR149,PLEKHG2,21,16
9859,MIR149,PLEKHH1,21,6
9860,MIR214,PLEKHH1,6,6
9861,MIR92A2,PLEKHH3,10,10
9862,E2F1,PLK1,7,7
9863,RELA,PLK1,7,7
9864,MIR149,PLOD1,21,21
9865,MIR21,PLOD3,11,11
9866,MIR193B,PLS3,3,3
9867,MIR146A,PLXNA1,19,2
9868,MIR214,PLXNB1,6,6
9869,MIR149,PLXND1,21,16
9870,MIRLET7B,PLXND1,20,16
9871,SOX4,PLXND1,7,16
9872,MITF,PMEL,7,7
9873,STAT3,PML,7,5
9874,MIR149,PMPCA,21,20
9875,MIR182,PNISR,5,5
9876,MIR181A1,PNKD,5,5
9877,MIR25,PNO1,10,10
9878,MIR92A2,PNO1,10,10
9879,MIR214,PNPLA6,6,6
9880,MIR149,PNPLA6,21,6
9881,CREB1,PNPLA6,7,6
9882,NFYC,PNRC1,7,7
9883,NFYA,PNRC1,7,7
9884,NFYB,PNRC1,7,7
9885,MIR9-3,PNRC2,9,17
9886,MIR148A,POC1A,16,16
9887,MIR9-3,POGZ,9,9
9888,MIR92A2,POGZ,10,9
9889,NFIC,POLA1,7,7
9890,MIRLET7B,POLD2,20,17
9891,MIR222,POLD2,17,17
9892,MIR149,POLD3,21,13
9893,MIR29A,POLD3,13,13
9894,MIR92A2,POLE,10,3
9895,MIR222,POLE,17,3
9896,E2F4,POLE2,7,7
9897,RB1,POLE2,7,7
9898,E2F1,POLE2,7,7
9899,TBP,POLK,7,7
9900,RELA,POLK,7,7
9901,CREB1,POLK,7,7
9902,MIR29A,POLL,13,13
9903,MIRLET7B,POLR1A,20,20
9904,MIR149,POLR2E,21,21
9905,MIR149,POLR2J3,21,15
9906,MIRLET7B,POLR2L,20,20
9907,MIR92A2,POLR2L,10,20
9908,MIR92A2,POLR3A,10,3
9909,MIR193B,POLR3A,3,3
9910,MIR149,POLR3D,21,21
9911,MIR149,POLR3K,21,21
9912,MIR29B2,POM121C,13,13
9913,E2F4,POMC,7,7
9914,MIR92A2,POMGNT1,10,17
9915,MIR92A2,PON2,10,10
9916,MIR92A2,POP4,10,10
9917,MIR214,POR,6,7
9918,RNU4-2,POU2F1,7,7
9919,MIR193B,PPA2,3,3
9920,MIR9-3,PPAP2A,9,9
9921,MIR148A,PPAPDC1A,16,16
9922,MIR9-3,PPARA,9,7
9923,UGDH,PPARA,9,7
9924,PTGS2,PPARA,7,7
9925,MIR92A2,PPARD,10,7
9926,MIR29B2,PPARD,13,7
9927,TFAP2A,PPARD,7,7
9928,JUND,PPARD,7,7
9929,PPAP2A,PPARG,9,7
9930,STAT5A,PPARG,7,7
9931,MIR149,PPFIA3,21,21
9932,MIR31,PPIA,4,4
9933,MIR92A2,PPIB,10,10
9934,MIR25,PPIC,10,10
9935,MIR31,PPIC,4,10
9936,MIR92A2,PPIC,10,10
9937,MIRLET7B,PPID,20,20
9938,MIR92A2,PPIL1,10,10
9939,MIR31,PPIL2,4,4
9940,MIR203A,PPM1D,18,18
9941,MIR29A,PPM1D,13,18
9942,MIR149,PPM1D,21,18
9943,BAD,PPP1CC,14,14
9944,MIR101-2,PPP1CC,19,14
9945,MIR92A2,PPP1CC,10,14
9946,RB1,PPP1CC,7,14
9947,MIR205,PPP1R11,14,14
9948,MIR182,PPP1R11,5,14
9949,MIR146A,PPP1R11,19,14
9950,MIR182,PPP1R12A,5,2
9951,MIR92A2,PPP1R12C,10,20
9952,MIR92A2,PPP1R37,10,10
9953,CREB1,PPP2CA,7,7
9954,MIR92A2,PPP2R1A,10,17
9955,MIR101-2,PPP2R2A,19,4
9956,YY1,PPP2R4,7,7
9957,MIR31,PPP2R5C,4,4
9958,MIRLET7B,PPP2R5E,20,5
9959,MIR101-2,PPP2R5E,19,5
9960,MIR181A1,PPP2R5E,5,5
9961,BAD,PPP3CA,14,14
9962,YWHAH,PPP3CA,14,14
9963,ORAI2,PPP3CA,14,14
9964,PPP3CA,PPP3CA,14,14
9965,ITPR2,PPP3CA,14,14
9966,MIR29A,PPP3CB,13,2
9967,MIR34A,PPP3R1,8,9
9968,MIR9-3,PPP3R1,9,9
9969,MIR149,PPP4C,21,21
9970,MIR92A2,PPP4C,10,21
9971,MIR101-2,PPP4R1,19,19
9972,MIR149,PPP4R1,21,19
9973,MIR92A2,PPP6C,10,17
9974,MIR214,PPP6R1,6,16
9975,MIR149,PPP6R2,21,21
9976,MIR222,PPRC1,17,17
9977,MIR29A,PPT1,13,13
9978,MIR149,PPTC7,21,6
9979,MIR214,PPTC7,6,6
9980,MIR30D,PPTC7,2,6
9981,MIR146A,PPWD1,19,19
9982,MIR149,PQBP1,21,21
9983,MIR9-3,PQLC3,9,9
9984,MIR92A2,PRC1,10,10
9985,MIR193B,PRDX3,3,5
9986,FOXO3,PRDX3,7,5
9987,MIR181A1,PRDX3,5,5
9988,MIR92A2,PRELID1,10,10
9989,MIR149,PRIM2,21,21
9990,MIR101-2,PRKAA1,19,19
9991,PRKAA1,PRKAA1,19,19
9992,MIR146A,PRKAB2,19,19
9993,MIR203A,PRKACB,18,18
9994,SP1,PRKCA,7,7
9995,MIR92A2,PRKCA,10,7
9996,TFAP2A,PRKCA,7,7
9997,ELK1,PRKCA,7,7
9998,MIR193B,PRKCA,3,7
9999,MIR214,PRKCA,6,7
10000,MIR203A,PRKCA,18,7
10001,MIR31,PRKCE,4,14
10002,MIR205,PRKCE,14,14
10003,STAT1,PRKCE,7,14
10004,MIR146A,PRKCE,19,14
10005,SP1,PRKCE,7,14
10006,RUNX1,PRKCQ,7,14
10007,BRAF,PRKCQ,14,14
10008,ITPR2,PRKCQ,14,14
10009,MARCKS,PRKCQ,14,14
10010,PRKCQ,PRKCQ,14,14
10011,PLCG1,PRKCQ,14,14
10012,PRKCE,PRKCQ,14,14
10013,ORAI2,PRKCQ,14,14
10014,PTEN,PRKCQ,14,14
10015,MIR9-3,PRKD3,9,9
10016,MIR34A,PRKRIR,8,8
10017,MIR193B,PRNP,3,17
10018,MIR222,PRNP,17,17
10019,MIR203A,PRNP,18,17
10020,MIR148A,PRNP,16,17
10021,ESR1,PROS1,7,7
10022,STAT3,PROS1,7,7
10023,CEBPB,PROS1,7,7
10024,NFYA,PROS1,7,7
10025,SP1,PROS1,7,7
10026,MIR34A,PROSER1,8,8
10027,MIRLET7B,PRPF19,20,3
10028,MIR193B,PRPF19,3,3
10029,MIR193B,PRPF31,3,3
10030,MIR101-2,PRPF38B,19,19
10031,MIR21,PRPF39,11,11
10032,MIR34A,PRPF40A,8,8
10033,MIR149,PRPF4B,21,21
10034,MIR149,PRPF6,21,21
10035,MIR92A2,PRPF8,10,10
10036,MIRLET7B,PRPF8,20,10
10037,MIR25,PRPF8,10,10
10038,MIR193B,PRPF8,3,10
10039,MIR149,PRR12,21,8
10040,MIR222,PRRC2A,17,3
10041,MIR25,PRRC2A,10,3
10042,MIRLET7B,PRRC2A,20,3
10043,MIR149,PRRC2C,21,5
10044,FOS,PRUNE,7,7
10045,MIR149,PSAP,21,21
10046,GABPA,PSEN1,7,7
10047,ETS2,PSEN1,7,7
10048,ETV5,PSEN1,7,7
10049,ETS1,PSEN1,7,7
10050,ETV1,PSEN1,7,7
10051,CREB1,PSEN1,7,7
10052,SP1,PSEN1,7,7
10053,IRF2,PSEN2,7,7
10054,CREB1,PSENEN,7,7
10055,MIR193B,PSIP1,3,7
10056,SP1,PSIP1,7,7
10057,HDAC1,PSIP1,7,7
10058,MIR149,PSKH1,21,21
10059,MIR92A2,PSMA7,10,15
10060,MIR92A2,PSMB1,10,10
10061,MIR29B2,PSMB9,13,7
10062,MIR193B,PSMB9,3,7
10063,STAT1,PSMB9,7,7
10064,IRF2,PSMB9,7,7
10065,MIR222,PSMC4,17,17
10066,MIR149,PSMD1,21,21
10067,TP53,PSMD10,7,7
10068,MIR214,PSMD10,6,7
10069,MIR92A2,PSMD3,10,10
10070,MIR92A2,PSMD5,10,10
10071,MIR149,PSMD8,21,21
10072,MIR92A2,PSMF1,10,10
10073,MIR92A2,PSMG3,10,10
10074,MIR29B2,PSPC1,13,13
10075,MIR101-2,PSPC1,19,13
10076,MIR205,PTBP3,14,17
10077,MIR29B2,PTBP3,13,17
10078,MIR34A,PTCD3,8,8
10079,MIR222,PTDSS2,17,6
10080,MIR193B,PTDSS2,3,6
10081,MIR214,PTDSS2,6,6
10082,MIR29A,PTEN,13,14
10083,MIR214,PTEN,6,14
10084,PTEN,PTEN,14,14
10085,MIR205,PTEN,14,14
10086,TIAM1,PTEN,14,14
10087,PAX3,PTEN,7,14
10088,MIR146A,PTGES2,19,10
10089,MIR137,PTGES2,10,10
10090,MIR193B,PTGES2,3,10
10091,MIRLET7B,PTGES2,20,10
10092,MIR25,PTGES2,10,10
10093,MIR92A2,PTGES2,10,10
10094,MIR101-2,PTGS2,19,7
10095,MIR29B2,PTP4A1,13,13
10096,MIR29A,PTP4A1,13,13
10097,SP1,PTP4A1,7,13
10098,MIR92A2,PTP4A2,10,20
10099,YBX1,PTPN1,7,7
10100,MIR92A2,PTPN13,10,10
10101,STAT3,PTPN3,7,11
10102,MIR193B,PTPN9,3,3
10103,MIR92A2,PTPRJ,10,4
10104,MIR31,PTPRJ,4,4
10105,MIR205,PTPRJ,14,4
10106,MIR149,PTPRK,21,9
10107,MIR205,PTPRM,14,14
10108,HIF1A,PTPRZ1,7,7
10109,EGR1,PTPRZ1,7,7
10110,EPAS1,PTPRZ1,7,7
10111,MIR181A1,PTPRZ1,5,7
10112,MIR149,PTRH2,21,21
10113,MIR92A2,PTS,10,10
10114,POU2F1,PTTG1,7,7
10115,STAT3,PTTG1,7,7
10116,MIRLET7B,PTTG1,20,7
10117,KLF6,PTTG1,9,7
10118,NFYB,PTTG1,7,7
10119,NFYA,PTTG1,7,7
10120,NFYC,PTTG1,7,7
10121,SP1,PTTG1,7,7
10122,TP53,PTTG1,7,7
10123,TCF7L2,PTTG1,7,7
10124,MYC,PUF60,7,7
10125,MIR29A,PUM1,13,13
10126,MIR181A1,PUM1,5,13
10127,MIRLET7B,PUM1,20,13
10128,MIR31,PUM2,4,4
10129,MIR101-2,PURB,19,5
10130,MIR3916,PURB,20,5
10131,MIR149,PURB,21,5
10132,MIR92A2,PURB,10,5
10133,TFAP2A,PVR,7,11
10134,NRF1,PVR,11,11
10135,MIRLET7B,PVR,20,11
10136,MIR92A2,PWP2,10,8
10137,GABPA,PYCARD,7,3
10138,GABPB1,PYCARD,3,3
10139,MIRLET7B,PYCRL,20,20
10140,MIR92A2,PYGL,10,1
10141,ELF1,PYGO2,17,5
10142,MIR182,PYGO2,5,5
10143,MIR31,PYURF,4,4
10144,MIR9-3,QARS,9,9
10145,MIR101-2,QDPR,19,19
10146,MIR149,QDPR,21,19
10147,MIR214,QKI,6,6
10148,MIR149,QPCTL,21,21
10149,MIR200B,QRSL1,19,19
10150,MIRLET7B,QRSL1,20,19
10151,MIR101-2,QSER1,19,15
10152,MIR31,QSER1,4,15
10153,MIR182,QSER1,5,15
10154,MIR92A2,QSER1,10,15
10155,MIR149,QSOX2,21,21
10156,MIR92A2,QTRT1,10,10
10157,MIR29A,R3HDM4,13,13
10158,MIR29B2,R3HDM4,13,13
10159,MIR92A2,R3HDM4,10,13
10160,MIR92A2,RAB11A,10,10
10161,MIR149,RAB11B,21,21
10162,MIR205,RAB11FIP3,14,14
10163,MIR193B,RAB13,3,6
10164,MIR214,RAB13,6,6
10165,MIR214,RAB15,6,6
10166,MIR92A2,RAB15,10,6
10167,MIR3916,RAB15,20,6
10168,MIR31,RAB18,4,4
10169,MIR34A,RAB1A,8,15
10170,MIR21,RAB22A,11,11
10171,MIR200B,RAB23,19,19
10172,MIR31,RAB27A,4,4
10173,MIR149,RAB2B,21,5
10174,MIR146A,RAB2B,19,5
10175,MIR193B,RAB32,3,11
10176,MIR3916,RAB32,20,11
10177,MIR21,RAB32,11,11
10178,MIR9-3,RAB34,9,9
10179,MIR149,RAB4A,21,21
10180,MIR149,RAB5C,21,15
10181,MIR21,RAB6A,11,1
10182,MIR149,RAB7A,21,21
10183,MIR92A2,RAB8B,10,9
10184,MIR9-3,RAB8B,9,9
10185,MIR101-2,RAB8B,19,9
10186,MIR9-3,RABGAP1,9,9
10187,MIR92A2,RABGGTB,10,3
10188,RAC1,RAC1,14,14
10189,MIR92A2,RAD21,10,10
10190,MIR30D,RAD23B,2,2
10191,MIR92A2,RAD23B,10,2
10192,MIR149,RAD51,21,6
10193,TFAP2A,RAD51,7,6
10194,MIR214,RAD51,6,6
10195,MIR18B,RAD51AP1,4,4
10196,MIR149,RAD51B,21,21
10197,CDKN1A,RAD9A,7,7
10198,BAD,RAF1,14,14
10199,RAF1,RAF1,14,14
10200,MIR181A1,RALA,5,5
10201,MIRLET7B,RALB,20,8
10202,MIR34A,RALB,8,8
10203,MIR29A,RALGAPB,13,13
10204,MIRLET7B,RALGAPB,20,13
10205,MIR205,RAN,14,18
10206,MIR149,RAN,21,18
10207,MIR203A,RAN,18,18
10208,MIR29A,RAN,13,18
10209,MIR181A1,RAN,5,18
10210,MIR31,RAN,4,18
10211,MIR222,RANBP10,17,17
10212,MIRLET7B,RANBP6,20,20
10213,MIR101-2,RANBP9,19,19
10214,MIR101-2,RAP1B,19,18
10215,RAP1B,RAP1B,18,18
10216,MIR205,RAP2B,14,18
10217,MIR149,RAP2B,21,18
10218,MIR101-2,RAP2C,19,19
10219,RAP1B,RAPGEF1,18,18
10220,MIR149,RAPGEF2,21,13
10221,MIR29B2,RAPGEF2,13,13
10222,PLCG1,RARG,14,7
10223,RARA,RARG,7,7
10224,RARG,RARG,7,7
10225,MIR92A2,RARS,10,1
10226,MIR101-2,RARS2,19,19
10227,MIR21,RASA1,11,6
10228,MIR214,RASA1,6,6
10229,MIR31,RASA1,4,6
10230,MIR92A2,RASA1,10,6
10231,MIR92A2,RASA3,10,10
10232,TP53,RASSF1,7,7
10233,MIR9-3,RASSF8,9,9
10234,RB1CC1,RB1,7,7
10235,PAX3,RB1,7,7
10236,RB1,RB1,7,7
10237,MIR205,RBBP4,14,14
10238,MIR193B,RBBP5,3,3
10239,MIR149,RBBP6,21,21
10240,MIR214,RBBP9,6,6
10241,MIR34A,RBCK1,8,8
10242,POLE2,RBL1,7,7
10243,ABCC10,RBL1,7,7
10244,TFAP2A,RBL2,7,10
10245,MIR92A2,RBL2,10,10
10246,MIR182,RBM12,5,8
10247,MIR101-2,RBM12B,19,19
10248,MIRLET7B,RBM12B,20,19
10249,MIR34A,RBM15B,8,5
10250,MIR182,RBM15B,5,5
10251,MIR222,RBM15B,17,5
10252,MIRLET7B,RBM19,20,20
10253,MIR148A,RBM23,16,16
10254,MIR34A,RBM26,8,8
10255,MIR92A2,RBM27,10,10
10256,MIR137,RBM27,10,10
10257,MIR25,RBM27,10,10
10258,MIR92A2,RBM28,10,10
10259,MIR25,RBM28,10,10
10260,MIR3916,RBM28,20,10
10261,MIR214,RBM4B,6,6
10262,MIR149,RBM7,21,21
10263,MIR149,RBM8A,21,21
10264,SNAI2,RBPJ,7,7
10265,MIRLET7B,RBPJ,20,7
10266,NFKBIA,RBPJ,20,7
10267,BCL3,RBPJ,7,7
10268,PTEN,RBPJ,14,7
10269,MIR193B,RBPJ,3,7
10270,MIR92A2,RCAN1,10,20
10271,MIRLET7B,RCAN1,20,20
10272,MIR92A2,RCC1,10,16
10273,MIR149,RCC1,21,16
10274,MIR29A,RCC2,13,16
10275,MIR92A2,RCC2,10,16
10276,MIR148A,RCC2,16,16
10277,MIR9-3,RCC2,9,16
10278,MIR182,RCC2,5,16
10279,HRAS,RCE1,14,14
10280,MIR92A2,RCN3,10,10
10281,MIR9-3,RCOR1,9,9
10282,MIR181A1,RCOR1,5,9
10283,MIR25,RCOR1,10,9
10284,MIR214,RDH10,6,4
10285,MIR92A2,RDH11,10,11
10286,MIR31,RDX,4,4
10287,MIRLET7B,RDX,20,4
10288,MIR101-2,REEP5,19,19
10289,POLK,REL,7,7
10290,SDC4,REL,7,7
10291,UBE2M,REL,7,7
10292,HMOX1,REL,7,7
10293,COL4A3BP,REL,7,7
10294,IRF4,REL,7,7
10295,UBE2D3,REL,7,7
10296,SIN3A,REL,7,7
10297,ELAVL1,RELA,9,7
10298,PTK2,RELA,7,7
10299,MAN2B1,RELA,7,7
10300,CXCL1,RELA,7,7
10301,PTGS2,RELA,7,7
10302,IRF4,RELA,7,7
10303,COL4A3BP,RELA,7,7
10304,SLC6A6,RELA,7,7
10305,SNAI1,RELA,7,7
10306,SIN3A,RELA,7,7
10307,NAMPT,RELA,7,7
10308,ZBTB2,RELA,7,7
10309,CDK2,RELA,7,7
10310,ALCAM,RELA,7,7
10311,PRKCDBP,RELA,7,7
10312,PTEN,RELA,14,7
10313,MIR9-3,REST,9,13
10314,MIR29B2,REST,13,13
10315,MAPK8IP1,REST,13,13
10316,L1CAM,REST,13,13
10317,STAT1,REST,7,13
10318,MIR29A,REST,13,13
10319,MIR21,REV1,11,11
10320,MIR25,REV3L,10,10
10321,MIR92A2,REV3L,10,10
10322,MIR31,REXO2,4,4
10323,MIR149,RFC2,21,21
10324,MIR193B,RFC5,3,3
10325,MIR149,RFT1,21,16
10326,TP53,RFWD2,7,7
10327,MIR92A2,RFWD3,10,10
10328,MIR205,RFX7,14,14
10329,MIR29B2,RGL2,13,18
10330,MIR203A,RGL2,18,18
10331,MIR149,RGS12,21,21
10332,TSC2,RHEB,10,10
10333,RHEB,RHEB,10,10
10334,MIR92A2,RHEB,10,10
10335,EPAS1,RHOA,7,7
10336,NRF1,RHOA,11,7
10337,HIF1A,RHOA,7,7
10338,ARNT,RHOA,7,7
10339,MIR31,RHOA,4,7
10340,NFYA,RHOB,7,7
10341,MIRLET7B,RHOB,20,7
10342,SMAD3,RHOB,7,7
10343,MIR146A,RHOBTB3,19,19
10344,MIR181A1,RHOG,5,5
10345,MIRLET7B,RHOG,20,5
10346,MIR199A2,RIC8A,16,21
10347,MIR149,RIC8A,21,21
10348,MIR92A2,RIC8A,10,21
10349,MIR92A2,RICTOR,10,4
10350,MIR31,RICTOR,4,4
10351,MIR149,RICTOR,21,4
10352,MIR92A2,RIF1,10,1
10353,MIR92A2,RIOK1,10,10
10354,MIR101-2,RIOK2,19,19
10355,MIR29A,RIOK3,13,13
10356,MIR29B2,RIOK3,13,13
10357,MIR18B,RLIM,4,18
10358,MIR214,RLIM,6,18
10359,MIR203A,RLIM,18,18
10360,SP1,RLIM,7,18
10361,MIR181A1,RLIM,5,18
10362,MIR101-2,RMI1,19,19
10363,MIR21,RMND5A,11,18
10364,MIR203A,RMND5A,18,18
10365,MIR92A2,RNF103,10,11
10366,MIR92A2,RNF11,10,16
10367,MIR205,RNF11,14,16
10368,MIR146A,RNF11,19,16
10369,MIR31,RNF111,4,4
10370,MIR149,RNF111,21,4
10371,MIR21,RNF111,11,4
10372,MIR101-2,RNF111,19,4
10373,MIR92A2,RNF121,10,10
10374,MIR92A2,RNF123,10,1
10375,MIR30D,RNF135,2,2
10376,MIR18B,RNF138,4,13
10377,MIR29B2,RNF138,13,13
10378,MIR206,RNF138,15,13
10379,MIR29A,RNF138,13,13
10380,MIR203A,RNF141,18,18
10381,MIR9-3,RNF146,9,9
10382,MIR203A,RNF149,18,18
10383,MIR149,RNF157,21,4
10384,MIR34A,RNF167,8,8
10385,MIR146A,RNF19B,19,19
10386,MIR193B,RNF19B,3,19
10387,MIR149,RNF2,21,19
10388,MIR92A2,RNF2,10,19
10389,MIR25,RNF20,10,17
10390,MIR101-2,RNF213,19,19
10391,MIR148A,RNF219,16,15
10392,MIR101-2,RNF219,19,15
10393,MIR92A2,RNF40,10,8
10394,MIRLET7B,RNF40,20,8
10395,MIR34A,RNF40,8,8
10396,MIR9-3,RNF41,9,18
10397,MIR9-3,RNF44,9,10
10398,MIR101-2,RNF44,19,10
10399,MIR92A2,RNF44,10,10
10400,MIR21,RNF6,11,5
10401,MIR181A1,RNF6,5,5
10402,MIR25,RNGTT,10,10
10403,MIRLET7B,RNMT,20,5
10404,MIR29A,RNMTL1,13,13
10405,MIR149,RNPS1,21,17
10406,CREB1,RNU4-2,7,7
10407,MIR25,ROBO1,10,19
10408,MIR146A,ROBO1,19,19
10409,MIR148A,ROCK1,16,7
10410,HIF1A,ROCK1,7,7
10411,MIR146A,ROCK1,19,7
10412,EPAS1,ROCK1,7,7
10413,ARNT,ROCK1,7,7
10414,MIR92A2,RP2,10,5
10415,MIR31,RPA1,4,4
10416,BRCA1,RPA1,7,4
10417,MIR92A2,RPAIN,10,21
10418,MIR149,RPAIN,21,21
10419,EGFR,RPF1,7,7
10420,MIR29A,RPF2,13,13
10421,MIR92A2,RPL11,10,10
10422,SFPQ,RPL12,20,20
10423,NONO,RPL12,20,20
10424,MIR193B,RPL12,3,20
10425,MIRLET7B,RPL12,20,20
10426,MIR222,RPL12,17,20
10427,MIR31,RPL12,4,20
10428,MIR181A1,RPL14,5,5
10429,MIR92A2,RPL15,10,21
10430,MIR149,RPL15,21,21
10431,SFPQ,RPL18,20,20
10432,MIR149,RPL18,21,20
10433,MIRLET7B,RPL18A,20,21
10434,MIR92A2,RPL18A,10,21
10435,MIR149,RPL18A,21,21
10436,MIR29B2,RPL22,13,13
10437,MIR29A,RPL22,13,13
10438,MIR92A2,RPL22,10,13
10439,MIR92A2,RPL24,10,10
10440,MIR92A2,RPL27,10,10
10441,MIR31,RPL27A,4,4
10442,MIR149,RPL34,21,21
10443,MIR31,RPL35A,4,4
10444,SFPQ,RPL36,20,20
10445,MIR205,RPL36,14,20
10446,MIR31,RPL37A,4,4
10447,MIR148A,RPL41,16,16
10448,MIR205,RPL7,14,14
10449,MIR214,RPL7L1,6,6
10450,MIR101-2,RPL7L1,19,6
10451,MIR34A,RPL7L1,8,6
10452,MIR149,RPL7L1,21,6
10453,MIR182,RPL7L1,5,6
10454,MIR31,RPL7L1,4,6
10455,MIR193B,RPL7L1,3,6
10456,MIR92A2,RPL8,10,17
10457,MIR222,RPL8,17,17
10458,MIR92A2,RPL9,10,10
10459,MIR149,RPLP0,21,2
10460,MIR92A2,RPLP1,10,10
10461,MIR193B,RPP14,3,14
10462,MIR205,RPP14,14,14
10463,MIR149,RPP30,21,21
10464,MIRLET7B,RPP38,20,20
10465,MIR92A2,RPRD2,10,11
10466,MIR149,RPRD2,21,11
10467,MIR92A2,RPS14,10,10
10468,MIR92A2,RPS15,10,20
10469,SFPQ,RPS15,20,20
10470,MIR92A2,RPS15A,10,20
10471,SFPQ,RPS15A,20,20
10472,MIR149,RPS16,21,21
10473,MIRLET7B,RPS16,20,21
10474,MIR3916,RPS24,20,20
10475,SFPQ,RPS24,20,20
10476,MIR92A2,RPS24,10,20
10477,MIR92A2,RPS25,10,10
10478,MIR214,RPS26,6,6
10479,MIR338,RPS4X,15,20
10480,MIR29A,RPS4X,13,20
10481,MIR29B2,RPS4X,13,20
10482,MIRLET7B,RPS4X,20,20
10483,NONO,RPS4X,20,20
10484,MIR182,RPS4X,5,20
10485,SFPQ,RPS4X,20,20
10486,MIR182,RPS6,5,5
10487,RPS6KA3,RPS6KA3,9,9
10488,MIR149,RPS6KA4,21,16
10489,MIR148A,RPS6KA5,16,4
10490,MIR101-2,RPS6KA5,19,4
10491,MIR31,RPS7,4,4
10492,MIR92A2,RPS8,10,5
10493,MIR149,RPS9,21,21
10494,SP1,RPTOR,7,7
10495,MIR29A,RRAGC,13,11
10496,GABPA,RRAS,7,8
10497,MIR101-2,RREB1,19,19
10498,SLC39A1,RREB1,7,19
10499,MIR146A,RREB1,19,19
10500,MIR92A2,RREB1,10,19
10501,MIR92A2,RRM1,10,20
10502,MIR149,RRM2,21,2
10503,MIR101-2,RRM2,19,2
10504,FOXO3,RRM2B,7,7
10505,MIR25,RRN3,10,10
10506,MIR92A2,RRN3,10,10
10507,MIR149,RRP1,21,21
10508,MIR92A2,RRP36,10,3
10509,MIRLET7B,RRP7A,20,21
10510,MIR149,RRP7A,21,21
10511,MIR181A1,RSBN1L,5,5
10512,MIR193B,RSBN1L,3,5
10513,MIR92A2,RSPRY1,10,11
10514,MIR31,RSRC1,4,4
10515,MIRLET7B,RTCA,20,20
10516,MIR92A2,RTCB,10,10
10517,MIR205,RTN3,14,14
10518,MIR34A,RTN4,8,15
10519,MIR101-2,RTN4,19,15
10520,RUNX1,RUNX1,7,7
10521,BCL2L11,RUNX3,7,7
10522,ABCC1,RUNX3,7,7
10523,HNF4A,RXRA,7,7
10524,NOL7,RXRA,7,7
10525,CDKN1A,RXRA,7,7
10526,SREBF1,RXRA,7,7
10527,RARG,RXRA,7,7
10528,PLAT,RXRA,7,7
10529,EGFR,RXRA,7,7
10530,MIR193B,S100A16,3,3
10531,MYB,S100A4,7,7
10532,HNF4A,S100A4,7,7
10533,HIF1A,S100A4,7,7
10534,MIR29A,S100B,13,13
10535,MIR92A2,SACM1L,10,11
10536,MIR101-2,SACM1L,19,11
10537,MIR203A,SAE1,18,18
10538,MIR30D,SAMD4B,2,2
10539,MIR92A2,SAMD4B,10,2
10540,MIR3916,SAMD4B,20,2
10541,MIR205,SAMD8,14,14
10542,MIR92A2,SAP30,10,10
10543,MIR29A,SAPCD2,13,17
10544,MIR21,SAR1A,11,17
10545,MIR221,SAR1A,17,17
10546,MIR18B,SAR1A,4,17
10547,MIR149,SAR1A,21,17
10548,MIR222,SAR1A,17,17
10549,MIRLET7B,SAR1A,20,17
10550,MIR34A,SAR1A,8,17
10551,MIR146A,SARM1,19,19
10552,MIR29A,SARS,13,13
10553,MIR92A2,SARS2,10,3
10554,MIR92A2,SART3,10,10
10555,MIR181A1,SASH1,5,11
10556,MIR21,SASH1,11,11
10557,MIR182,SATB2,5,4
10558,MIR34A,SATB2,8,4
10559,MIR31,SATB2,4,4
10560,MIR149,SATB2,21,4
10561,MIR149,SBF1,21,2
10562,MIR149,SCAMP3,21,21
10563,MIR149,SCAMP4,21,6
10564,MIR214,SCAMP4,6,6
10565,MIR92A2,SCARB1,10,10
10566,MIR205,SCARB2,14,14
10567,MIR149,SCD,21,6
10568,MIR181A1,SCD,5,6
10569,NFYA,SCD,7,6
10570,MIR92A2,SCD,10,6
10571,MIR214,SCD,6,6
10572,MIRLET7B,SCD,20,6
10573,MIR149,SCD5,21,9
10574,MIR9-3,SCD5,9,9
10575,MIR149,SCNM1,21,21
10576,MIR193B,SCRIB,3,3
10577,MIRLET7B,SCYL1,20,20
10578,MIR92A2,SCYL2,10,10
10579,MIR9-3,SDC1,9,21
10580,MIR149,SDC1,21,21
10581,RELA,SDC4,7,7
10582,MIR31,SDC4,4,7
10583,MIR34A,SDE2,8,8
10584,MIR29B2,SDE2,13,8
10585,MIR92A2,SDF4,10,10
10586,MIR92A2,SEC14L1,10,10
